Location,,ContainerID,Alms,LoadPort,Disch.Port,,,,,Monitored,Temp SP,Supply,,Return
140810,,TCLU1286875,0,PAMIT,ESBCN/MAAGA,,,,,Checked,-20,-20.56,,-20
140608,,CGMU9334676,0,PAMIT,ESBCN/ESVGO,,,,,Checked,-20,-20.66,,-13.59
221084,,TCLU1313374,0,CRMOB,ESVLC/ESALG,,,,,Unchecked,,,,
220608,,MFTU8192462,0,CRMOB,ESVLC/CISPY,,,,,Unchecked,,,,
220606,,CAIU5460171,0,CRMOB,ESVLC/ESALG,,,,,Unchecked,,,,
221284,,MFTU8192797,0,CRMOB,ESVLC/PTLEI,,,,,Unchecked,,,,
221482,,SEGU9005614,0,CRMOB,ESVLC/NOBVK,,,,,Unchecked,,,,
380510,,TRIU8131925,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Unchecked,,,,
381310,,BMOU9739164,0,CRMOB,ESBCN/MXVER/ESBCN,,,,,Checked,13.88,14,,14.5
380908,,TRIU8784220,0,CRMOB,ESBCN/MXVER/ESBCN,,,,,Unchecked,,,,
381306,,CGMU6503767,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Unchecked,,,,
381312,,TRIU8674408,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Unchecked,,,,
380708,,CGMU5037290,1,CRMOB,ESBCN/RULED/ESBCN,,,,,Checked,13.9,13.47,,14.41
380906,,CGMU6505610,0,CRMOB,ESBCN/GPPTP/ESBCN,,,,,Unchecked,,,,
381108,,TRLU1718860,0,CRMOB,ESBCN/GAPOG/ESBCN,,,,,Unchecked,,,,
381106,,TRIU8504058,0,CRMOB,ESBCN/ESALG/ESBCN,,,,,Unchecked,,,,
380706,,APRU5807516,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Unchecked,,,,
381308,,TRIU8624515,0,CRMOB,ESBCN/CRMOB/ESBCN,,,,,Unchecked,,,,
380506,,TRIU8277205,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Unchecked,,,,
380508,,AMCU9298326,0,CRMOB,ESBCN/PTLEI/ESBCN,,,,,Checked,13.9,14.2,,13.9
221082,,TRIU8684936,0,CRMOB,ESVLC/PTLEI/ESVLC,,,,,Unchecked,,,,
221682,,TTNU8256044,0,CRMOB,ESVLC/ESALG/ESVLC,,,,,Unchecked,,,,
221484,,TEMU9052844,0,CRMOB,ESVLC/PTLEI/ESVLC,,,,,Unchecked,,,,
220602,,TRIU8116113,0,CRMOB,ESVLC/GNCKY/ESVLC,,,,,Unchecked,,,,
221282,,APRU5794580,0,CRMOB,ESVLC/SNDKR/ESVLC,,,,,Unchecked,,,,
220612,,CGMU5032410,0,CRMOB,ESVLC/CISPY/ESVLC,,,,,Checked,,,,
221684,,CXRU1259537,0,CRMOB,ESVLC/GHTKD/ESVLC,,,,,Unchecked,,,,
220884,,CGMU9294228,0,CRMOB,ESVLC/PTLEI/ESVLC,,,,,Checked,13.9,13.9,,14.1
220684,,CXRU1259178,0,CRMOB,ESVLC/USHOU/ESVLC,,,,,Unchecked,,,,
220882,,CGMU9312635,0,CRMOB,ESVLC/CRMOB/ESVLC,,,,,Unchecked,,,,
220604,,TRIU8656364,0,CRMOB,ESVLC/MAAGA/ESVLC,,,,,Unchecked,,,,
220610,,TRIU8740583,0,CRMOB,ESVLC/PTLEI/ESVLC,,,,,Unchecked,,,,
221086,,SZLU9012284,0,CRMOB,ESVLC/AGSJO/ESVLC,,,,,Checked,13.9,14.78,,14.79
220682,,TCLU1052007,0,CRMOB,ESVLC/ESALG/ESVLC,,,,,Unchecked,,,,
140812,,TRIU8687262,0,PAMIT,ESBCN/ESALG,,,,,Unchecked,,,,
140612,,TGHU9943213,0,PAMIT,ESBCN/CISPY,,,,,Unchecked,,,,
140682,,APRU5745292,0,PAMIT,ESBCN/MQFDF,,,,,Unchecked,,,,
140882,,APRU5601058,0,PAMIT,ESBCN/NOBVK,,,,,Unchecked,,,,
140606,,CRLU1410607,0,PAMIT,ESBCN/CISPY,,,,,Unchecked,,,,
140610,,TRIU8969374,0,PAMIT,ESBCN/GHTKD,,,,,Unchecked,,,,
20884,,CGMU5157839,0,COCTG,ESVLC/MXVER/ESVLC,,,,,Checked,-18,-23.9,,-17.8
20682,,APRU5757307,0,COCTG,ESVLC/BRNAT/ESVLC,,,,,Unchecked,,,,
421584,,RJCU2019610,0,COCTG,ESVLC/COBAQ/ESVLC,,,,,Unchecked,,,,
220782,,CGMU5392083,0,COCTG,FRMRS/GALBV/FRMRS,,,,,Checked,-18,-22.8,,-17.6
221182,,CGMU5391826,0,COCTG,FRMRS/ESALG/FRMRS,,,,,Checked,-20,-19.1,,-19.3
20882,,CGMU5031727,0,COCTG,ESVLC/MXMEX/ESVLC,,,,,Unchecked,,,,
421384,,CGMU5311564,0,COCTG,ESVLC/COBAQ/ESVLC,,,,,Checked,-18,-23,,-17.4
220982,,CGMU5388756,0,COCTG,FRMRS/ESVGO/FRMRS,,,,,Checked,-20,-24.6,,-19.4
20684,,CGMU5441043,0,COCTG,ESVLC/MXVER/ESVLC,,,,,Checked,-20,-19.3,,-19.4
580684,,CGMU5507789,0,COCTG,ESBCN/GNCKY/ESBCN,,,,,Checked,14,13.34,,14.07
21282,,CGMU6905956,0,COCTG,ESVLC/MXMEX/ESVLC,,,,,Checked,-22,-21.9,,-21.8
221382,,CGMU5393222,0,COCTG,FRMRS/ESALG/FRMRS,,,,,Checked,-20,-20.4,,-19.2
540484,,CGMU6904780,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,-24,,-19.5
540482,,TEMU9214987,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,-22.82,,-20.44
421582,,CGMU5142058,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,-20.7,,-18.4
460508,,APRU5092855,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Unchecked,,,,
421382,,APRU5096510,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Unchecked,,,,
390282,,CGMU3009880,0,ESALG,ESBCN/MAAGA/ESBCN,,,,,Unchecked,,,,
461312,,CGMU5087011,0,ESALG,GPPTP/PTLEI/GPPTP,,,,,Checked,-20,-18.7,,-19.4
460512,,CGMU5225785,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,-19.7,,-19.8
460504,,CGMU6541026,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,-22.63,,-18.69
380482,,CGMU6547913,0,ESALG,ESBCN/MAAGA/ESBCN,,,,,Unchecked,,,,
460510,,CGMU9337968,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,-19.89,,-19.76
450910,,CXRU1274341,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Unchecked,,,,
460912,,GESU9512996,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Unchecked,,,,
100112,,SEGU9046378,0,ESALG,MQFDF/MAAGA/MQFDF,,,,,Unchecked,,,,
460106,,SEGU9216480,0,ESALG,COCTG/PTLEI/AWBAR,,,,,Unchecked,,,,
460506,,TEMU9420150,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Unchecked,,,,
460712,,TLLU1045080,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Unchecked,,,,
,,RMMU4043410,2,,,,,,,Checked,,,,
341112,,CGMU5411270,0,MTMLA,GPPTP/ITAOI/ANPHI,,,,,Checked,-20,-18.5,,-18.9
260310,,APRU5728248,0,ITLIV,COCTG/ITSAL/AWBAR,,,,,Unchecked,,,,
180882,,APRU5785572,0,ITLIV,DOCAU/ITSAL/DOCAU,,,,,Unchecked,,,,
71682,,CGMU3049028,0,ITLIV,MXVER/ITLIV/MXVER,,,,,Checked,5,5.04,,4.96
180612,,CGMU5225044,0,ITLIV,DOCAU/ITLIV/DOCAU,,,,,Checked,12,12,,12.2
220502,,CGMU5233219,0,ITLIV,ESVLC/ITLIV/BJCOO,,,,,Unchecked,,,,
260210,,CGMU5270980,0,ITLIV,COCTG/ITLIV/CLSAI,,,,,Checked,12,9.74,,12.41
180684,,CGMU5377197,0,ITLIV,DOCAU/ITSAL/DOCAU,,,,,Checked,0,0.4,,0.7
220504,,CGMU5393346,0,ITLIV,ESVLC/ITLIV/BJCOO,,,,,Checked,-18,-16.4,,-17.3
260102,,CGMU5393541,0,ITLIV,COCTG/ITLIV/CLSAI,,,,,Checked,12,12.1,,12.3
260108,,CGMU5394445,0,ITLIV,COCTG/ITLIV/CLSAI,,,,,Checked,12,12.2,,12.2
260304,,CGMU5394569,0,ITLIV,COCTG/ITLIV/CLSAI,,,,,Checked,12,12.8,,12.2
