Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
461008,,TRIU8652013,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,14,14,,14.4
420184,,GESU9603329,0,COCTG,,ITGOA/ITGOA,,,,Unchecked,13,13.1,,13.7
420384,,TTNU8012705,0,COCTG,,ITGOA/ITGOA,,,,Unchecked,13,13.1,,13.9
460284,,AMCU9291790,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,14,14.1,,14.5
420284,,CGMU5079382,0,COCTG,,ITGOA/ITGOA,,,,Unchecked,13,13,,13.9
461084,,TTNU8203466,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.7
420784,,TRIU8861374,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,15.1
420712,,CGMU4992099,0,COCTG,,ITLIV/ITLIV,,,,Checked,13.6,13.5,,14.12
421588,,TTNU8427553,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,14.6
461108,,APRU5090826,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.4
420886,,CGMU6534243,0,COCTG,,ITLIV/ITLIV,,,,Checked,13.63,13.63,,13.88
421286,,CRSU6115908,0,COCTG,,ITLIV/ITLIV,,,,Checked,13.6,14.9,,14.59
460182,,CGMU6526356,0,COCTG,,MTMLA/MTMLA,,,,Checked,13.31,13.31,,13.81
460386,,CGMU4915317,0,COCTG,,MTMLA/MTMLA,,,,Checked,13.3,13.32,,13.73
421386,,TTNU8275234,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,14.6
460108,,APRU5844633,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.6
460706,,TRIU8512541,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.5
460304,,TRIU8660810,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.3
460286,,BMOU9726845,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.7
461106,,CGMU5106507,0,COCTG,,MTMLA/MTMLA,,,,Checked,-20,-20,,-20.3
420788,,TEMU9226890,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,0,0,,0.6
460282,,TTNU8307408,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.7
460908,,CGMU4830837,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,0,,0
420988,,TCLU1132843,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,13,13,,13.6
420682,,APRU5723539,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,14.7
460882,,CGMU6534346,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.8
460986,,CGMU9331430,0,COCTG,,MTMLA/MTMLA,,,,Checked,13.3,13.94,,14.08
420912,,APRU5747823,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,13,13,,13.3
420688,,TEMU9053861,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,13,13,,13.6
460210,,CXRU1070498,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.3
461384,,GESU9605255,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.7
420986,,TCLU1146913,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,14.6
461584,,TGHU9925879,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.7
460586,,DSLU3498333,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.7
460912,,CGMU9297973,0,COCTG,,MTMLA/MTMLA,,,,Checked,13.2,13.2,,13.7
420484,,TRIU8692084,0,COCTG,,ITGOA/ITGOA,,,,Unchecked,13,13.1,,13.6
460802,,CGMU5081883,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.5
460812,,TCLU1344950,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.5
420310,,CGMU5507069,0,COCTG,,ITGOA/ITGOA,,,,Checked,-20,-19.12,,-20.09
460604,,CGMU5472770,0,COCTG,,MTMLA/MTMLA,,,,Checked,13.3,13.5,,14.6
460086,,CGMU5016933,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.7
420084,,CGMU5303980,0,COCTG,,ITGOA/ITGOA,,,,Checked,13.5,14,,14.1
460504,,GESU9590387,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.5
460602,,CGMU5133293,0,COCTG,,MTMLA/MTMLA,,,,Checked,-1,-1,,0.6
421282,,APRU5840176,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,14.8
460406,,CGMU5223890,0,COCTG,,MTMLA/MTMLA,,,,Checked,-1,-0.5,,0.1
461684,,CGMU4925043,0,COCTG,,MTMLA/MTMLA,,,,Checked,13.31,13.38,,14.13
460410,,AXIU6111287,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.4
460104,,CGMU5473349,0,COCTG,,MTMLA/MTMLA,,,,Checked,-20,-18.9,,-19.2
460808,,TTNU8697522,0,COCTG,,MTMLA/MTMLA,,,,Checked,-1,-1,,-0.63
460384,,TCLU1206400,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.5
460506,,TRIU8187170,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.6
460302,,TLLU1042440,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,-1,-0.7,,-1.2
460110,,CGMU5404693,0,COCTG,,MTMLA/MTMLA,,,,Checked,13.3,13.3,,14.5
421482,,SZLU9628881,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,13,13.1,,13.8
420086,,CRLU1410757,0,COCTG,,ITGOA/ITGOA,,,,Unchecked,13,13.1,,13.7
460884,,CGMU5002734,0,COCTG,,MTMLA/MTMLA,,,,Checked,13,12.99,,13.93
421388,,SEGU9530320,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,14.4
420382,,CGMU5052041,0,COCTG,,ITGOA/ITGOA,,,,Checked,-20,-18.82,,-19.78
420908,,APRU5727848,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,13,13.1,,13.5
460510,,TRIU8123215,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,14,14,,14.5
420706,,CRLU1223252,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14,,14.4
421112,,SZLU9207500,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,13,13,,13.5
460582,,BMOU9784482,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.5
461382,,CXRU1518345,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.7
420312,,CGMU4945857,0,COCTG,,ITGOA/ITGOA,,,,Checked,-23,-27.63,,-22.69
460906,,TRIU8977852,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.6
420882,,TRIU8079262,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,14.8
460186,,GESU9471011,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.6
420306,,CRSU6112405,0,COCTG,,FRMRS/FRMRS,,,,Checked,-21,-20.58,,-21.01
420286,,APRU5779203,0,COCTG,,ITGOA/ITGOA,,,,Unchecked,13,13.1,,13.8
421682,,TRIU8969327,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,13,13.1,,14.4
420782,,TEMU9433080,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14,,14.5
460702,,APRU5806680,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.5
420586,,TCLU1364155,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,15.1
460206,,APRU5809015,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.4
461004,,TRIU8781010,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,14,14,,14.4
460204,,TTNU8015113,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.5
