Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,,Temp SP,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
341082,,CGMU9303340,0,USHOU,ESALG/USHOU/CGPNR,Checked,,,-18,-17.79,,-17.89,,,,,,,,,,
340382,,CGMU9325083,0,USHOU,ESALG/USHOU/GNCKY,Checked,,,-18,-22.06,,-18.06,,,,,,,,,,
341282,,GESU9525606,0,USHOU,ESALG/USHOU/CGPNR,Unchecked,,,-18,-18.5,,-18.6,,,,,,,,,,
341188,,CXRU1321504,0,USHOU,ESALG/USHOU/GNCKY,Unchecked,,,-18,-17.5,,-19.5,,,,,,,,,,
340184,,TEMU9250834,0,USHOU,ESALG/USHOU/CGPNR,Unchecked,,,-18,-18.5,,-19.4,,,,,,,,,,
340582,,CGMU5101721,0,USHOU,ESALG/USHOU/GNCKY,Checked,,,-18,-24.6,,-17.4,,,,,,,,,,
340384,,TCLU1270117,0,USHOU,ESALG/USHOU/CGPNR,Unchecked,,,-18,-17.5,,-19.3,,,,,,,,,,
340082,,TRIU8680843,0,USHOU,ESALG/USHOU/GNCKY,Unchecked,,,-18,-17.4,,-19.3,,,,,,,,,,
340684,,APRU5817073,0,USHOU,ESALG/USHOU/CGPNR,Unchecked,,,-18,-18.7,,-19.6,,,,,,,,,,
341382,,TRIU8507340,0,USHOU,ESALG/USHOU/CGPNR,Unchecked,,,-18,-17.5,,-19.4,,,,,,,,,,
341682,,CGMU5461651,0,USHOU,ESALG/USHOU/CGPNR,Checked,,,-18,-21.8,,-17.8,,,,,,,,,,
100884,,CGMU5153746,0,USHOU,ESBCN/USHOU/ESBCN,Unchecked,,,21,22,,21.3,,,,,,,,,,
100888,,GESU9601481,0,USHOU,ESBCN/USHOU/ESBCN,Unchecked,,,21,21.9,,21.3,,,,,,,,,,
340282,,SZLU9017033,0,USHOU,ESALG/USHOU/GALBV,Unchecked,,,-18,-18.6,,-19.8,,,,,,,,,,
100682,,TRIU8134185,0,USHOU,ESBCN/USHOU/ESBCN,Unchecked,,,21,20,,21.2,,,,,,,,,,
340882,,APRU5820267,0,USHOU,ESALG/USHOU/GALBV,Unchecked,,,-18,-17.5,,-19.3,,,,,,,,,,
340982,,SZLU9642004,0,USHOU,ESALG/USHOU/GALBV,Unchecked,,,-18,-18.7,,-19.7,,,,,,,,,,
100886,,CXRU1322440,0,USHOU,ESBCN/USHOU/ESBCN,Unchecked,,,21,22.1,,21.4,,,,,,,,,,
340884,,CGMU5306260,0,USHOU,ESALG/USHOU/GALBV,Checked,,,-18,-23.1,,-18,,,,,,,,,,
100688,,CGMU5445917,0,USHOU,ESBCN/USHOU/ESBCN,Unchecked,,,21,20.6,,21.3,,,,,,,,,,
340682,,GESU9556633,0,USHOU,ESALG/USHOU/GALBV,Checked,,,-18,-18.44,,-17.96,,,,,,,,,,
341482,,TCLU1141552,0,USHOU,ESALG/USHOU/CGPNR,Unchecked,,,-18,-17.4,,-18.4,,,,,,,,,,
100686,,TRIU8664781,0,USHOU,ESBCN/USHOU/ESBCN,Unchecked,,,21,20.5,,21.1,,,,,,,,,,
100684,,TTNU8604725,0,USHOU,ESBCN/USHOU/ESBCN,Unchecked,,,21,20.5,,21.4,,,,,,,,,,
100882,,CGMU5199900,0,USHOU,ESBCN/USHOU/ESBCN,Unchecked,,,21,22,,21.5,,,,,,,,,,
,,HDMU5494422,2,,,Checked,,,21.13,20.81,,21.63,,,,,,,,,,
541382,,CGMU5451484,0,MXVER,ESVLC/USHOU/ESVLC,Checked,,,-16,-16.3,,-15,,,,,,,,,,
540882,,CGMU9378289,0,MXVER,ESVLC/USHOU/ESVLC,Checked,,,-16,-19.81,,-16.91,,,,,,,,,,
