Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,,Temp SP,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
300588,,CGMU5258351,0,USHOU,MTMLA/USHOU/JOAQJ,Checked,,,20,19.02,,20.02,,,,,,,,,,
220610,,CGMU9405888,0,MXVER,MTMLA/PAMIT/**MLT,Checked,,,18,19.05,,18.4,,,,,,,,,,
300688,,CGMU5516630,0,USHOU,MTMLA/USHOU/TRAVC,Checked,,,20,19.26,,20.17,,,,,,,,,,
300684,,CGMU4977941,0,USHOU,MTMLA/TTPTS/SAJED,Checked,,,14,13.99,,14.47,,,,,,,,,,
220608,,CGMU5294934,0,MXVER,MTMLA/PAMIT/**MLT,Checked,,,18,17.9,,18.8,,,,,,,,,,
220604,,CGMU5373606,0,MXVER,MTMLA/USHOU/**MLT,Checked,,,18,18.4,,18.9,,,,,,,,,,
380108,,CGMU5389433,0,USHOU,COCTG/USHOU/COCTG,Checked,,,22,22.3,,22.2,,,,,,,,,,
300586,,CGMU5424600,0,USHOU,MTMLA/USHOU/TRAVC,Checked,,,20,19.52,,20.81,,,,,,,,,,
500882,,TTNU8639758,0,MXVER,ESALG/USHOU/ESALG,Checked,,,5.5,5.38,,5.75,,,4,4,,,6,5.9,,
220602,,TTNU8621126,0,MXVER,MTMLA/ECMEC/**MLT,Checked,,,7.19,7.13,,7.25,,,5,5.1,,,5,4.7,,
220606,,CGMU5170321,0,MXVER,MTMLA/NICIO/**MLT,Checked,,,18,18.13,,18.5,,,,,,,,,,
500784,,TTNU8624444,0,MXVER,ESALG/USHOU/ESALG,Checked,,,5,4.81,,5.5,,,5,5.4,,,5,5.1,,
500584,,TLLU1079921,0,MXVER,ESALG/USHOU/ESALG,Checked,,,5.5,5.63,,5.63,,,5,4.9,,,5,5.1,,
500684,,TTNU8623659,0,MXVER,ESALG/USHOU/ESALG,Checked,,,5,4.88,,5.25,,,5,4.9,,,5,5.1,,
500582,,TTNU8628795,0,MXVER,ESALG/PAMIT/ESALG,Checked,,,5,4.88,,5.63,,,5,9.2,,,5,6,,
300582,,CGMU5058029,0,USHOU,MTMLA/USHOU/SAJED,Checked,,,14,14,,14.5,,,,,,,,,,
300584,,SEKU9058286,0,USHOU,MTMLA/USHOU/SAJED,Checked,,,14,13.88,,15.19,,,,,,,,,,
291410,,CGMU2998185,0,USHOU,MTMLA/USHOU/KWSAA,Checked,,,5,5,,7,,,,,,,,,,
500782,,TLLU1049589,0,MXVER,ESALG/USHOU/ESALG,Unchecked,,,5,5,,5.8,,,,4.9,,,,5.3,,
300682,,TRIU8124280,0,USHOU,MTMLA/USHOU/SAJED,Unchecked,,,14,14.1,,14.7,,,,,,,,,,
500682,,TLLU1049927,0,MXVER,ESALG/USHOU/ESALG,Unchecked,,,5.5,5.6,,6,,,,5,,,,5.8,,
500982,,CAIU5557201,0,MXVER,ESALG/MXESE/ESALG,Unchecked,,,5.5,5.5,,6,,,,12,,,,6.1,,
580082,,TRIU8687004,0,USHOU,ESALG/USHOU/GQBSG,Unchecked,,,-18,-19,,-17.9,,,,,,,,,,
580182,,CXRU1314568,0,USHOU,ESALG/USHOU/GQSSG,Unchecked,,,-18,-20.1,,-17.9,,,,,,,,,,
580382,,TEMU9252267,0,USHOU,ESALG/USHOU/GQSSG,Unchecked,,,-18,-18.6,,-18.1,,,,,,,,,,
300686,,CGMU5054321,0,USHOU,MTMLA/ECMEC/SAJED,Unchecked,,,14,14.1,,14.6,,,,,,,,,,
540384,,CGMU4954226,0,PAMIT,ESBCN/USHOU,Checked,,,-17.81,-17.13,,-17,,,,,,,,,,
260306,,CGMU6914480,0,PAMIT,ITLIV/USHOU,Checked,,,-20,-25.3,,-19.6,,,,,,,,,,
260308,,CGMU5252380,0,PAMIT,ITLIV/USHOU/ITLIV,Checked,,,-18,-17.41,,-18,,,,,,,,,,
580282,,TTNU8630560,0,PAMIT,ESALG/PECLL,Checked,,,6,5.81,,6.5,,,5,10.4,,,5,4.7,,
100782,,CGMU5158835,0,PAMIT,ESALG/PAMIT/ESALG,Checked,,,-35,-39.9,,-35.8,,,,,,,,,,
100586,,CGMU6910968,0,PAMIT,ESALG/USHOU,Checked,,,-18,-20.8,,-16.9,,,,,,,,,,
,,RMMU4110210,2,,,Checked,,,,,,,,,,,,,,,,
100684,,TCLU1197850,0,PAMIT,ESALG/USHOU/ESALG,Checked,,,-35,-33.9,,-30.1,,,,,,,,,,
180806,,CGMU6911075,0,PAMIT,ITGOA/USHOU,Checked,,,-20,-24.5,,-19.3,,,,,,,,,,
180804,,CGMU6910459,0,PAMIT,ITGOA/USHOU,Checked,,,-20,-24.8,,-20,,,,,,,,,,
101284,,CGMU5276329,0,PAMIT,ESALG/SVAQJ,Checked,,,-18,-17.41,,-18.06,,,,,,,,,,
260302,,CXRU1004794,0,PAMIT,ITLIV/ECMEC,Unchecked,,,-20,-21.7,,-20,,,,,,,,,,
260304,,CGMU5324999,0,PAMIT,ITLIV/USHOU,Unchecked,,,-20,-21.7,,-20,,,,,,,,,,
101084,,TCLU1158196,0,PAMIT,ESALG/PAMIT/ESALG,Unchecked,,,-35,-35.4,,-34.4,,,,,,,,,,
100884,,CGMU5060833,0,PAMIT,ESALG/USHOU/ESALG,Unchecked,,,-30,-33.2,,-30.1,,,,,,,,,,
101286,,TCLU1111769,0,PAMIT,ESALG/USHOU/ESALG,Unchecked,,,-30,-31.7,,-29.8,,,,,,,,,,
101288,,TCLU1057396,0,PAMIT,ESALG/USHOU/ESALG,Unchecked,,,-35,-35.5,,-32.9,,,,,,,,,,
101086,,CGMU9299507,0,PAMIT,ESALG/USHOU/ESALG,Unchecked,,,-30,-30.6,,-28.8,,,,,,,,,,
100886,,RJCU2020185,0,PAMIT,ESALG/USHOU/ESALG,Unchecked,,,-30,-30.4,,-29.5,,,,,,,,,,
100786,,TTNU8510415,0,PAMIT,ESALG/NICIO,Unchecked,,,-23,-23.1,,-22.6,,,,,,,,,,
100584,,CGMU5089713,0,PAMIT,ESALG/PAMIT/ESALG,Unchecked,,,-30,-30.8,,-28.9,,,,,,,,,,
100686,,TEMU9123228,0,PAMIT,ESALG/USHOU,Unchecked,,,-23,-23.4,,-22.4,,,,,,,,,,
100984,,APRU6134430,0,PAMIT,ESALG/USHOU,Unchecked,,,-20,-22.6,,-20.4,,,,,,,,,,
101082,,TLLU1041438,0,PAMIT,ESALG/ECMEC,Unchecked,,,-20,-21.9,,-20.1,,,,,,,,,,
100882,,TEMU9132087,0,PAMIT,ESALG/USHOU,Unchecked,,,-20,-22.2,,-20.1,,,,,,,,,,
100682,,SZLU9498875,0,PAMIT,ESALG/ECMEC,Unchecked,,,-20,-20.7,,-20,,,,,,,,,,
100582,,APRU6120695,0,PAMIT,ESALG/USHOU,Unchecked,,,-20,-23.1,,-21.1,,,,,,,,,,
100982,,TCLU1131261,0,PAMIT,ESALG/USHOU/ESALG,Unchecked,,,-35,-35.8,,-34.9,,,,,,,,,,
540382,,TTNU8220756,0,PAMIT,ESVLC/USHOU,Unchecked,,,-23,-25.3,,-24.4,,,,,,,,,,
101282,,CGMU9318269,0,PAMIT,ESALG/USHOU,Unchecked,,,-20,-20.7,,-19.9,,,,,,,,,,
100986,,APRU6123668,0,PAMIT,ESALG/USHOU,Unchecked,,,-18,-19.7,,-18.3,,,,,,,,,,
100784,,CGMU5480820,0,PAMIT,ESALG/USHOU,Unchecked,,,-25,-25.6,,-24.7,,,,,,,,,,
100988,,CGMU6531223,0,PAMIT,ESALG/NICIO,Unchecked,,,-23,-22.9,,-22.1,,,,,,,,,,
380510,,CGMU5440999,0,CRMOB,MTMLA/CRMOB/UAODS,Checked,,,12.8,12.9,,14.9,,,,,,,,,,
380512,,TTNU8625332,0,CRMOB,MTMLA/CRMOB/EGDAM,Checked,,,13.81,13.75,,15.56,,,3,8.2,,,5,5,,
380508,,CGMU5406572,0,CRMOB,MTMLA/CRMOB,Checked,,,13.2,13.3,,17,,,,,,,,,,
380708,,CGMU5412087,0,CRMOB,MTMLA/CRMOB/UAODS,Checked,,,12.8,12.4,,16,,,,,,,,,,
380806,,CGMU5018880,0,CRMOB,MTMLA/CRMOB/TNSFA,Checked,,,7.5,7.52,,8.86,,,,,,,,,,
380906,,CGMU5268262,0,CRMOB,MTMLA/CRMOB/SAJED,Checked,,,13.9,13.89,,15.02,,,,,,,,,,
380612,,CGMU9375335,0,CRMOB,MTMLA/CRMOB/TNSFA,Checked,,,13.9,12.13,,14.79,,,,,,,,,,
,,CGMU4996725,1,,,Checked,,,13.9,13.95,,17.18,,,,,,,,,,
381008,,CGMU9327553,0,CRMOB,MTMLA/CRMOB/ITCTA,Checked,,,6.5,6.5,,7.74,,,,,,,,,,
260110,,CGMU9343298,2,CRMOB,ITLIV/CRMOB/ITLIV,Checked,,,6.5,6.5,,7.58,,,,,,,,,,
380610,,CGMU5561692,0,CRMOB,MTMLA/CRMOB/UAODS,Checked,,,12.8,12.8,,16.2,,,,,,,,,,
260106,,CGMU9384466,0,CRMOB,ITLIV/CRMOB,Checked,,,6.5,6.5,,7.19,,,,,,,,,,
260208,,CGMU5296304,0,CRMOB,ITLIV/CRMOB/ITLIV,Checked,,,6.5,6.2,,9,,,,,,,,,,
381012,,CGMU6522453,3,CRMOB,MTMLA/CRMOB/SAJED,Checked,,,13.88,14,,15.69,,,,,,,,,,
381212,,CGMU5253621,0,CRMOB,MTMLA/CRMOB/TNSUS,Checked,,,13.2,13.2,,15.21,,,,,,,,,,
260406,,CGMU4941912,1,CRMOB,ITLIV/CRMOB/ITLIV,Checked,,,13.31,13.38,,15.19,,,,,,,,,,
260212,,CGMU4952120,0,CRMOB,ITLIV/CRMOB/ITLIV,Checked,,,7,7.13,,8.63,,,,,,,,,,
381110,,CGMU4989650,0,CRMOB,MTMLA/CRMOB/SAJED,Checked,,,13.9,13.89,,17.06,,,,,,,,,,
260504,,CAIU5508280,0,CRMOB,ESALG/CRMOB/ESALG,Checked,,,6.5,6.69,,7.25,,,0,,,,0,0,,
260410,,CGMU9340405,0,CRMOB,ITLIV/CRMOB/ITLIV,Checked,,,13.3,14.79,,14.31,,,,,,,,,,
381208,,CGMU5323478,1,CRMOB,MTMLA/CRMOB,Checked,,,13.3,13.31,,16.38,,,,,,,,,,
381406,,CGMU5552242,0,CRMOB,MTMLA/CRMOB/ROCND,Checked,,,13.3,13.3,,15.3,,,,,,,,,,
260510,,CAIU5508383,0,CRMOB,ESALG/CRMOB/ESALG,Checked,,,7,7.13,,7.63,,,0,21.3,,,0,0.1,,
260408,,CGMU5529772,0,CRMOB,ITLIV/CRMOB/ITLIV,Checked,,,6.5,6.5,,8,,,,,,,,,,
260612,,CGMU6919749,0,CRMOB,ESALG/CRMOB/ESALG,Checked,,,6.5,6.2,,8.3,,,,,,,,,,
260804,,TEMU9215237,0,CRMOB,ESALG/CRMOB/ESALG,Checked,,,13.9,14.24,,14.73,,,,,,,,,,
260810,,CGMU5087496,0,CRMOB,ESALG/CRMOB/MAPTM,Checked,,,12.8,12.8,,14.3,,,,,,,,,,
260912,,CGMU5425546,0,CRMOB,ESALG/CRMOB/ESALG,Checked,,,13.9,13.95,,14.15,,,,,,,,,,
381306,,TEMU9098399,0,CRMOB,MTMLA/CRMOB/LYMRA,Checked,,,13.3,13.1,,17.2,,,,,,,,,,
,,RMMU4137750,2,,,Checked,,,,,,,,,,,,,,,,
260812,,CGMU5519183,0,CRMOB,ESALG/CRMOB/ESALG,Checked,,,13.3,14.8,,16,,,,,,,,,,
380506,,TTNU8426310,0,CRMOB,MTMLA/USHOU,Indeterminate,,,,,,,,,,,,,,,,
460706,,SEGU9005492,0,CRMOB,ITLIV/USHOU,Indeterminate,,,,,,,,,,,,,,,,
340612,,GESU9587634,0,CRMOB,ESALG/MXESE,Indeterminate,,,,,,,,,,,,,,,,
461010,,TTNU8055841,0,CRMOB,ITLIV/MXESE,Indeterminate,,,,,,,,,,,,,,,,
460906,,TCLU1206530,0,CRMOB,ITLIV/CRMOB,Indeterminate,,,,,,,,,,,,,,,,
261306,,MFTU8190367,0,CRMOB,ESALG/PECLL,Indeterminate,,,,,,,,,,,,,,,,
340606,,BMOU9644372,0,CRMOB,ESALG/USHOU,Indeterminate,,,,,,,,,,,,,,,,
300988,,CGMU5312299,0,CRMOB,MTMLA/USHOU,Indeterminate,,,,,,,,,,,,,,,,
