Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,,Temp SP,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
300588,,CGMU5258351,0,USHOU,MTMLA/USHOU/JOAQJ,Checked,,,20,19.43,,20.2,,,,,,,,,,
220610,,CGMU9405888,0,MXVER,MTMLA/PAMIT/**MLT,Checked,,,18,14.25,,17.98,,,,,,,,,,
300688,,CGMU5516630,0,USHOU,MTMLA/USHOU/TRAVC,Checked,,,20,19.52,,20.48,,,,,,,,,,
300684,,CGMU4977941,0,USHOU,MTMLA/USHOU/SAJED,Checked,,,14,13.99,,14.62,,,,,,,,,,
220608,,CGMU5294934,0,MXVER,MTMLA/PAMIT/**MLT,Checked,,,18,17.9,,18.6,,,,,,,,,,
220604,,CGMU5373606,0,MXVER,MTMLA/USHOU/**MLT,Checked,,,18,18,,18.5,,,,,,,,,,
380108(*),,CGMU5389433,0,USHOU,COCTG/USHOU/COCTG,Checked,,,22,22.3,,22.2,,,,,,,,,,
300586,,CGMU5424600,0,USHOU,MTMLA/USHOU/TRAVC,Checked,,,20,19.97,,20.58,,,,,,,,,,
500882,,TTNU8639758,0,MXVER,ESALG/USHOU/ESALG,Checked,,,5.5,5.63,,5.75,,,4,3.9,,,6,5.9,,
220602,,TTNU8621126,0,MXVER,MTMLA/ECMEC/**MLT,Checked,,,7.19,7.06,,7.25,,,5,5,,,5,5.2,,
220606,,CGMU5170321,0,MXVER,MTMLA/NICIO/**MLT,Checked,,,18,18.13,,18.5,,,,,,,,,,
500784,,TTNU8624444,0,MXVER,ESALG/USHOU/ESALG,Checked,,,5,5.88,,5.5,,,5,5.1,,,5,5.4,,
500584,,TLLU1079921,0,MXVER,ESALG/USHOU/ESALG,Checked,,,5.5,5.31,,5.69,,,5,4.9,,,5,4.6,,
500684,,TTNU8623659,0,MXVER,ESALG/USHOU/ESALG,Checked,,,5,5,,5.25,,,5,5,,,5,5.5,,
500582,,TTNU8628795,0,MXVER,ESALG/PAMIT/ESALG,Checked,,,5,4.88,,5.63,,,5,9,,,5,6,,
300582,,CGMU5058029,0,USHOU,MTMLA/USHOU/SAJED,Checked,,,14,14,,14.6,,,,,,,,,,
300584,,SEKU9058286,0,USHOU,MTMLA/USHOU/SAJED,Checked,,,14,14.5,,15.5,,,,,,,,,,
291410,,CGMU2998185,0,USHOU,MTMLA/USHOU/KWSAA,Checked,,,5,5.13,,7.13,,,,,,,,,,
500782,,TLLU1049589,0,MXVER,ESALG/USHOU/ESALG,Unchecked,,,5,5,,5.9,,,,4.9,,,,5.2,,
