Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
461008,,TRIU8652013,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,14,14,,14.5
420184,,GESU9603329,0,COCTG,,ITGOA/ITGOA,,,,Unchecked,13,13.1,,13.4
420384,,TTNU8012705,0,COCTG,,ITGOA/ITGOA,,,,Unchecked,13,13.1,,13.6
460284,,AMCU9291790,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,14,14.1,,14.4
420284,,CGMU5079382,0,COCTG,,ITGOA/ITGOA,,,,Unchecked,13,13,,13.3
461084,,TTNU8203466,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.4
420784,,TRIU8861374,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,15.2
420712,,CGMU4992099,0,COCTG,,ITLIV/ITLIV,,,,Checked,13.6,13.61,,14.13
421588,,TTNU8427553,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,14.5
461108,,APRU5090826,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.6
420886,,CGMU6534243,0,COCTG,,ITLIV/ITLIV,,,,Checked,13.63,13.5,,14
421286,,CRSU6115908,0,COCTG,,ITLIV/ITLIV,,,,Checked,13.6,14.71,,14.53
460182,,CGMU6526356,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13.31,13.69,,13.88
460386,,CGMU4915317,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13.3,13.28,,13.7
421386,,TTNU8275234,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,14.5
460108,,APRU5844633,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.4
460706,,TRIU8512541,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.6
460304,,TRIU8660810,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.8
460286,,BMOU9726845,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.5
461106,,CGMU5106507,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,-20,-26.9,,-20.1
420788,,TEMU9226890,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,0,0,,0.7
460282,,TTNU8307408,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.6
460908,,CGMU4830837,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.5
420988,,TCLU1132843,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,13,13,,13.5
420682,,APRU5723539,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,14.5
460882,,CGMU6534346,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.6
460986,,CGMU9331430,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13.3,13.28,,13.8
420912,,APRU5747823,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,13,13,,13.5
420688,,TEMU9053861,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,13,13,,13.4
460210,,CXRU1070498,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.8
461384,,GESU9605255,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.5
420986,,TCLU1146913,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,14.5
461584,,TGHU9925879,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.5
460586,,DSLU3498333,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.4
460912,,CGMU9297973,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13.2,13.2,,13.7
420484,,TRIU8692084,0,COCTG,,ITGOA/ITGOA,,,,Unchecked,13,13.1,,13.3
460802,,CGMU5081883,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.5
460812,,TCLU1344950,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.4
420310,,CGMU5507069,0,COCTG,,ITGOA/ITGOA,,,,Checked,-20,-22.48,,-20.31
460604,,CGMU5472770,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13.3,13,,14.7
460086,,CGMU5016933,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.7
420084,,CGMU5303980,0,COCTG,,ITGOA/ITGOA,,,,Checked,13.5,13.5,,14
460504,,GESU9590387,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.4
460602,,CGMU5133293,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,-1,-1,,0.7
421282,,APRU5840176,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,14,14.1,,14.5
460406,,CGMU5223890,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,-1,-1.3,,-0.2
461684,,CGMU4925043,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13.31,13.38,,14.31
460410,,AXIU6111287,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13,,13.7
460104,,CGMU5473349,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,-20,-18.9,,-19.3
460808,,TTNU8697522,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,-1,-1,,-0.56
460384,,TCLU1206400,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.4
460506,,TRIU8187170,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13,13.1,,13.4
460302,,TLLU1042440,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,-1,-1,,-1.8
460110,,CGMU5404693,0,COCTG,,MTMLA/MTMLA,,,,Unchecked,13.3,13.4,,14.7
421482,,SZLU9628881,0,COCTG,,ITLIV/ITLIV,,,,Unchecked,13,13.1,,13.3
420086,,CRLU1410757,0,COCTG,,ITGOA/ITGOA,,,,Unchecked,13,13.1,,13.6
