Location,,ContainerID,Alms,LoadPort,Disch.Port,,,,,Monitored,Temp SP,Supply,,Return
350684,,CGMU2999807,0,ESALG,USHOU/NGAPP/USHOU,,,,,Unchecked,-10,-10,,-10.1
350682,,CRSU5020407,0,ESALG,USHOU/NGAPP/USHOU,,,,,Unchecked,10,10.1,,10.4
420512,,APRU5733460,0,MTMLA,JMKIN/INNSA/JMMBJ,,,,,Unchecked,-20,-20.6,,-20.5
420710,,TEMU9250829,0,MTMLA,JMKIN/INMUN/BZBZE,,,,,Unchecked,-21,-26.1,,-20.8
270302,,CGMU2992762,0,MTMLA,MXVER/HRRJK/MXVER,,,,,Checked,15,14.99,,15.39
420912,,SEGU9525489,0,MTMLA,JMKIN/EGDAM/HTLFF,,,,,Unchecked,18,18.2,,18.7
420712,,CGMU4997212,0,MTMLA,JMKIN/EGDAM/HTLFF,,,,,Unchecked,18,18.59,,19.04
420910,,TTNU8535481,0,MTMLA,JMKIN/EGDAM/HTLFF,,,,,Unchecked,18,18.3,,18.4
420510,,TRIU8560811,0,MTMLA,JMKIN/EGDAM/HTLFF,,,,,Unchecked,18,18.1,,18.4
420908,,CGMU5406398,0,MTMLA,JMKIN/TRISK/VELAG,,,,,Unchecked,14,14.1,,14.7
,,CXRU1046207,1,,,,,,,Checked,-10,-16.69,,-10.5
620180,,TTNU8627058,0,FRMRS,JMKIN/FRMRS/WIWIL,,,,,Unchecked,-20,-21.56,,-19.94
190608,,CGMU3064510,0,ESBCN,JMKIN/ESBCN/PFPPT,,,,,Unchecked,-19,-24.73,,-21.56
620080,,AMCU9287527,0,ESBCN,JMKIN/ESBCN/CUMAR,,,,,Unchecked,-20,-13,,-20.23
620182,,CGMU5519310,0,ESBCN,JMKIN/ESBCN/CRMOB,,,,,Unchecked,-21,-29,,-21.7
190604,,TRIU6683355,0,ESBCN,JMKIN/ESBCN/PFPPT,,,,,Unchecked,-18,-18.1,,-18.8
461582,,CGMU6905473,0,ESBCN,MXVER/ESBCN/MXVER,,,,,Checked,-22,-25.7,,-21
190606,,CGMU3063303,0,ESBCN,JMKIN/ESBCN/PFPPT,,,,,Unchecked,-19,-23.94,,-20.91
300686,,TCLU1211840,0,ESBCN,MXVER/ESBCN/MXVER,,,,,Unchecked,-22,-21.2,,-22.5
300684,,TTNU8688752,0,ESVLC,MXVER/ESVLC/MXVER,,,,,Checked,-20,-28.56,,-20.06
140384,,APRU5799010,0,ESVLC,USHOU/ESVLC/USHOU,,,,,Unchecked,-2,-2,,-2.3
180304,,CGMU5227221,0,ESVLC,JMKIN/ESVLC/CWWIL,,,,,Unchecked,3,3.2,,4.3
190610,,CGMU3026932,0,ESVLC,JMKIN/ESVLC/PFPPT,,,,,Unchecked,-18,-18.1,,-18.6
300682,,TRIU8516676,0,ESVLC,MXVER/ESVLC/MXVER,,,,,Unchecked,-20,-20.1,,-21
300688,,TCLU1054057,0,ESVLC,MXVER/ESVLC/MXVER,,,,,Unchecked,4,4.1,,4.2
340382,,CGMU9342250,0,ESVLC,JMKIN/ESVLC/VEGUT,,,,,Checked,15,15.37,,15.96
461182,,BCHU0080267,0,ESVLC,JMKIN/ESVLC/HNPCR,,,,,Unchecked,3,3.2,,3.8
461184,,CGMU9400510,0,ESVLC,JMKIN/ESVLC/VEPBL,,,,,Unchecked,4,2.2,,4
180682,,SZLU9496194,0,COCTG,JMKIN/JMKIN,,,,,Unchecked,-18,-23.89,,-18.03
300582,,CGMU5401230,0,COCTG,USHOU/USHOU,,,,,Checked,-21,-25.4,,-20.6
300584,,TEMU9261551,0,COCTG,USHOU/USHOU,,,,,Checked,-21,-31.1,,-22
300784,,TTNU8259573,0,COCTG,USHOU/USHOU,,,,,Unchecked,-21,-20.1,,-21.6
300782,,TTNU8306660,0,COCTG,USHOU/USHOU,,,,,Unchecked,-21,-21.1,,-20.9
