Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,,Temp SP,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
180712,,GESU9552010,0,MTMLA,DOCAU/INCOK/DOCAU,Checked,,,-20,-21.16,,-18.22,,,,,,,,,,
180512,,SZLU9011842,0,MTMLA,DOCAU/INNSA/DOCAU,Checked,,,-21,-14.84,,-16.46,,,,,,,,,,
300884,,TTNU8688665,0,MTMLA,COCTG/MTMLA/COCTG,Checked,,,20,19.93,,21.48,,,,,,,,,,
380582,,TGHU9905954,0,MTMLA,JMKIN/EGEDK/HTLFF,Unchecked,,,5,5.3,,6.2,,,,,,,,,,
260910,,CGMU5194323,0,MTMLA,MXVER/INMUN/MXVER,Checked,,,18,18.03,,19.13,,,,,,,,,,
260912,,CGMU5163580,0,MTMLA,MXVER/INMUN/MXVER,Checked,,,18,18,,18,,,,,,,,,,
381382,,TCLU1135713,0,MTMLA,JMKIN/EGDAM/HTLFF,Unchecked,,,18,18.5,,18.6,,,,,,,,,,
381182,,APRU5716036,0,MTMLA,JMKIN/EGDAM/HTLFF,Unchecked,,,18,18.4,,18.4,,,,,,,,,,
60682,,TEMU9132528,0,MTMLA,MQFDF/INNSA/MQFDF,Unchecked,,,-20,-19.9,,-20.7,,,,,,,,,,
180508,,CGMU5008856,0,MTMLA,DOCAU/INMUN/DOCAU,Checked,,,-18,-16.64,,-17.89,,,,,,,,,,
380782,,SZLU9631674,0,MTMLA,JMKIN/INMUN/BZBZE,Unchecked,,,-21,-22.6,,-20.1,,,,,,,,,,
300882,,CGMU5370063,0,MTMLA,COCTG/INMUN/ECGYE,Unchecked,,,22,21.6,,22.4,,,,,,,,,,
380982,,TRIU8136676,0,MTMLA,JMKIN/INNSA/JMMBJ,Unchecked,,,-20,-23.1,,-19.3,,,,,,,,,,
260908,,CGMU5254398,0,MTMLA,MXVER/INMUN/MXVER,Checked,,,18,18.51,,18.17,,,,,,,,,,
180510,,CGMU4949343,0,MTMLA,DOCAU/INNSA/DOCAU,Unchecked,,,-21,-23.1,,-20.2,,,,,,,,,,
300886,,SZLU9853558,0,MTMLA,COCTG/GRSKG/CLSAI,Unchecked,,,4,4.4,,5.7,,,,,,,,,,
180710,,BMOU9006660,0,MTMLA,DOCAU/INNSA/DOCAU,Unchecked,,,-21,-22.5,,-20.2,,,,,,,,,,
590984,,CGMU3086438,0,ITLIV,COCTG/ITLIV/COCTG,Checked,,,20,20.37,,20.12,,,,,,,,,,
180106,,SEGU9962386,0,ITLIV,GPPTP/ITLIV/GPPTP,Unchecked,,,11,11.8,,12.5,,,,,,,,,,
380382,,SZLU9060657,0,ITLIV,COCTG/ITLIV/COCTG,Unchecked,,,12,12.4,,13,,,,,,,,,,
380384,,TEMU9845658,0,ITLIV,COCTG/ITLIV/COCTG,Unchecked,,,20,20.5,,21.3,,,,,,,,,,
180384,,CGMU5254417,0,ITGOA,GPPTP/ITGOA/GFDDC,Checked,,,14,14.12,,14.75,,,,,,,,,,
