Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,Temp SP,,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
540384,,CGMU4954226,0,PAMIT,ESBCN,Checked,,-17.81,,-16.31,,-16.69,,,,,,,,,,
540382,,TTNU8220756,0,PAMIT,ESVLC,Unchecked,,-23,,-26.3,,-24.6,,,,,,,,,,
541182,,APRU5729630,0,CRMOB,FRMRS,Unchecked,,-23.3,,-25,,-23.4,,,,,,,,,,
340412,,BMOU9644433,0,CRMOB,ESBCN,Checked,,13.31,,13.38,,13.63,,,0,20.3,,,0,0.7,,
340384,,CXRU1528580,0,CRMOB,ESBCN,Unchecked,,13.3,,13.3,,14,,,,,,,,,,
340382,,CGMU4989881,0,CRMOB,ESBCN,Checked,,13.9,,13.91,,14.56,,,,,,,,,,
340410,,APRU5600160,0,CRMOB,ESBCN,Unchecked,,13.9,,14,,14.4,,,,,,,,,,
340408,,APRU5841505,0,CRMOB,ESBCN,Unchecked,,13.9,,13.8,,14.6,,,,,,,,,,
340406,,TCLU1075574,0,CRMOB,ESBCN,Unchecked,,13.9,,13.8,,14.6,,,,,,,,,,
541384,,CGMU5394830,0,CRMOB,FRMRS,Checked,,-28,,-26.5,,-26.9,,,,,,,,,,
541382,,CGMU5359505,0,CRMOB,FRMRS,Checked,,-18,,-15.96,,12,,,,,,,,,,
541186,,TTNU8659559,0,CRMOB,FRMRS,Checked,,-18,,-17.47,,-17.74,,,,,,,,,,
541386,,TTNU8225911,0,CRMOB,FRMRS,Unchecked,,-18,,-19.2,,-17.9,,,,,,,,,,
540182,,CGMU5179910,0,CRMOB,ESVLC,Checked,,-23,,-26.2,,-22.6,,,,,,,,,,
540184,,CGMU5103149,0,CRMOB,ESVLC,Checked,,-18,,-25.2,,-18.5,,,,,,,,,,
540082,,CGMU5084537,0,CRMOB,ESVLC,Unchecked,,-23,,-24.3,,-23,,,,,,,,,,
541184,,TTNU8381730,0,CRMOB,FRMRS,Unchecked,,-18,,-20.2,,-18.2,,,,,,,,,,
420302,,TLLU1045325,0,COCTG,ESVLC/ESVLC,Checked,,-20,,-23.69,,-20,,,0,,,,0,25.5,,
420410,,CGMU5269079,0,COCTG,ESVLC/ESVLC,Checked,,-25,,-28.08,,-25.19,,,,,,,,,,
420404,,CGMU5460193,0,COCTG,ESVLC/ESVLC,Checked,,-25,,-27.6,,-24.8,,,,,,,,,,
,,RMMU4422370,2,,,Checked,,,,,,,,,,,,,,,,
420312,,CGMU5183801,0,COCTG,ESVLC/ESVLC,Checked,,-25,,-24.44,,-25.08,,,,,,,,,,
420310,,SEKU9060827,0,COCTG,ESVLC/ESVLC,Unchecked,,-23,,-26.31,,-22.88,,,,,,,,,,
420282,,CXRU1638401,0,COCTG,ESVLC/ESVLC,Checked,,-23,,-25.71,,-22.93,,,,,,,,,,
420482,,CGMU5198838,0,COCTG,ESVLC/ESVLC,Checked,,-25,,-27.94,,-25.11,,,,,,,,,,
420382,,CGMU5567767,0,COCTG,ESVLC/ESVLC,Checked,,-20,,-28.9,,-20.7,,,,,,,,,,
420184,,TLLU1069667,0,COCTG,ESVLC/ESVLC,Checked,,-20,,-21.81,,-20,,,0,0,,,0,25.5,,
420084,,CGMU5197370,0,COCTG,ESVLC/ESVLC,Checked,,-25,,-24.97,,-24.68,,,,,,,,,,
380306,,APRU5047898,0,COCTG,FRMRS/FRMRS,Unchecked,,0,,-0.4,,0.7,,,,,,,,,,
380408,,CAIU5589600,0,COCTG,FRMRS/FRMRS,Checked,,0.5,,0.5,,0.94,,,0,20.7,,,0,0.1,,
420306,,FSCU5963764,0,COCTG,ESVLC/ESVLC,Unchecked,,-25,,-27.7,,-25.3,,,,,,,,,,
380110,,TTNU8621419,0,COCTG,FRMRS/FRMRS,Checked,,2,,2.06,,2.44,,,0,21.1,,,0,0.1,,
380208,,CGMU5180206,0,COCTG,FRMRS/FRMRS,Checked,,1,,1.2,,2.1,,,,,,,,,,
420082,,TRIU8511334,0,COCTG,ESVLC/ESVLC,Unchecked,,13,,13,,13.9,,,,,,,,,,
380406,,TRIU8724010,0,COCTG,FRMRS/FRMRS,Unchecked,,1,,1.1,,2.1,,,,,,,,,,
340082,,TTNU8204781,0,COCTG,ESBCN/ESBCN,Unchecked,,2,,2,,3.1,,,,,,,,,,
420408,,CGMU5435971,0,COCTG,ESVLC/ESVLC,Unchecked,,-25,,-27.5,,-25,,,,,,,,,,
340386,,CGMU5479218,0,COCTG,ESBCN/ESBCN,Checked,,1,,3.3,,4.56,,,,,,,,,,
380312,,CGMU5172746,0,COCTG,FRMRS/FRMRS,Unchecked,,0,,0.6,,1.1,,,,,,,,,,
340182,,APRU5855330,0,COCTG,ESBCN/ESBCN,Unchecked,,2,,2,,3,,,,,,,,,,
380210,,CGMU5504183,0,COCTG,FRMRS/FRMRS,Checked,,1,,0.65,,1.43,,,,,,,,,,
420406,,CXRU1383790,0,COCTG,ESVLC/ESVLC,Unchecked,,-18,,-22.3,,-18.9,,,,,,,,,,
420412,,SEGU9530490,0,COCTG,ESVLC/ESVLC,Unchecked,,-25,,-25.7,,-24.6,,,,,,,,,,
380410,,APRU6121372,0,COCTG,FRMRS/FRMRS,Unchecked,,0,,0.1,,1,,,,,,,,,,
380206,,CGMU5346088,0,COCTG,FRMRS/FRMRS,Checked,,0,,0.2,,1.5,,,,,,,,,,
420182,,TRIU8504799,0,COCTG,ESVLC/ESVLC,Unchecked,,-18,,-19.3,,-18,,,,,,,,,,
380310,,TTNU8636614,0,COCTG,FRMRS/FRMRS,Checked,,1,,0.81,,1.13,,,0,10.9,,,0,0.4,,
340184,,SZLU9498155,0,COCTG,ESBCN/ESBCN,Checked,,1,,0.97,,1.57,,,,,,,,,,
380308,,CGMU6543796,0,COCTG,FRMRS/FRMRS,Checked,,1,,1.19,,2,,,,,,,,,,
420308,,TEMU9238269,0,COCTG,ESVLC/ESVLC,Unchecked,,-21,,-22.3,,-21.2,,,,,,,,,,
380108,,SEKU9064822,0,COCTG,FRMRS/FRMRS,Checked,,-20,,-22.88,,-19.81,,,,,,,,,,
340084,,CGMU6913904,0,COCTG,ESBCN/ESBCN,Checked,,1,,1.2,,1.5,,,,,,,,,,
420304,,SEGU9964157,0,COCTG,ESVLC/ESVLC,Unchecked,,-25,,-28.4,,-25.7,,,,,,,,,,
380106,,TEMU9223546,0,COCTG,FRMRS/FRMRS,Unchecked,,-23,,-23.8,,-22.9,,,,,,,,,,
