Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,,Temp SP,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
300588,,CGMU5258351,0,USHOU,MTMLA/USHOU/JOAQJ,Checked,,,20,20.39,,20.19,,,,,,,,,,
220610,,CGMU9405888,0,MXVER,MTMLA/PAMIT/MTMLA,Checked,,,18,19.23,,18.62,,,,,,,,,,
300688,,CGMU5516630,0,USHOU,MTMLA/USHOU/TRAVC,Checked,,,20,19.35,,20.19,,,,,,,,,,
300684,,CGMU4977941,0,USHOU,MTMLA/USHOU/SAJED,Checked,,,14,13.99,,14.49,,,,,,,,,,
220608,,CGMU5294934,0,MXVER,MTMLA/PAMIT/MTMLA,Checked,,,18,17.7,,18.7,,,,,,,,,,
220604,,CGMU5373606,0,MXVER,MTMLA/USHOU/MTMLA,Checked,,,18,18.2,,18.7,,,,,,,,,,
300586,,CGMU5424600,0,USHOU,MTMLA/USHOU/TRAVC,Checked,,,20,19.98,,20.97,,,,,,,,,,
500882,,TTNU8639758,0,MXVER,ESALG/USHOU/ESALG,Checked,,,5.5,5.56,,5.69,,,4,4.1,,,6,6.4,,
220602,,TTNU8621126,0,MXVER,MTMLA/ECMEC/MTMLA,Checked,,,7.19,7.25,,7.31,,,5,4.9,,,5,4.6,,
220606,,CGMU5170321,0,MXVER,MTMLA/NICIO/MTMLA,Checked,,,18,18.13,,18.38,,,,,,,,,,
500784,,TTNU8624444,1,MXVER,ESALG/USHOU/ESALG,Checked,,,5,4.88,,5.44,,,5,5.1,,,5,5.2,,
500584,,TLLU1079921,0,MXVER,ESALG/USHOU/ESALG,Checked,,,5.5,5.38,,5.56,,,5,5,,,5,5.3,,
500684,,TTNU8623659,1,MXVER,ESALG/USHOU/ESALG,Checked,,,5,5.19,,5.19,,,5,4.9,,,5,5,,
500582,,TTNU8628795,0,MXVER,ESALG/PAMIT/ESALG,Checked,,,5,4.88,,5.5,,,5,9,,,5,6,,
300582,,CGMU5058029,0,USHOU,MTMLA/USHOU/SAJED,Checked,,,14,14,,14.4,,,,,,,,,,
300584,,SEKU9058286,0,USHOU,MTMLA/USHOU/SAJED,Checked,,,14,14.31,,15.31,,,,,,,,,,
291410,,CGMU2998185,0,USHOU,MTMLA/USHOU/KWSAA,Checked,,,5,5.19,,7.19,,,,,,,,,,
300682,,TRIU8124280,0,USHOU,MTMLA/USHOU/SAJED,Unchecked,,,14,14.2,,14.7,,,,,,,,,,
580082,,TRIU8687004,0,USHOU,ESALG/USHOU/GQBSG,Unchecked,,,-18,-19.4,,-18.4,,,,,,,,,,
