Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
100310,,CGMU9282464,0,COCTG,,ITGOA/ITGOA,,,,Checked,13.3,11.83,,13.99
140608,,SEGU9538676,0,COCTG,,ESVLC/ESVLC,,,,Checked,-18,-18.6,,-17.8
140484,,CGMU4926179,1,COCTG,,ITLIV/ITLIV,,,,Checked,13.63,13.69,,14.38
140412,,SZLU9498279,0,COCTG,,ESVLC/ESVLC,,,,Checked,-20,-20.17,,-21.21
140684,,CGMU5104335,0,COCTG,,ITLIV/ITLIV,,,,Checked,13.9,13.9,,15.6
100082,,CGMU5285336,0,COCTG,,MTMLA/MTMLA,,,,Checked,13,13.2,,14.4
141284,,CGMU9387655,0,COCTG,,ITLIV/ITLIV,,,,Checked,13.3,13.27,,13.42
300586,,CGMU5048205,0,COCTG,,MTMLA/MTMLA,,,,Checked,13.3,13.49,,13.89
300908,,CGMU9360783,0,CRMOB,,MTMLA/CRMOB,,,,Checked,13.2,13.85,,14.18
300910,,CGMU5110913,0,CRMOB,,MTMLA/CRMOB,,,,Checked,13.2,13.2,,14.8
460188,,CGMU9328945,0,COCTG,,MTMLA/MTMLA,,,,Checked,13.3,13.97,,14.19
581682,,CGMU5458215,0,CRMOB,,MTMLA/CRMOB,,,,Checked,13.3,13.7,,14
300384,,CGMU4972410,0,COCTG,,MTMLA/MTMLA,,,,Checked,13.3,13.31,,13.8
301210,,SEGU9537601,0,CRMOB,,MTMLA/CRMOB,,,,Checked,12.8,12.9,,13.7
260112,,CGMU5286116,0,CRMOB,,ITLIV/CRMOB,,,,Checked,6.5,6.5,,7.8
460882,,CGMU5167009,0,COCTG,,MTMLA/MTMLA,,,,Checked,13.19,13.5,,14.13
460812,,CGMU5003598,0,CRMOB,,MTMLA/CRMOB,,,,Checked,13.9,14.23,,14.8
381284,,CGMU5064696,0,COCTG,,ITGOA/ITGOA,,,,Checked,13.3,13.3,,14
