Location,,ContainerID,Alms,LoadPort,Disch.Port,,Monitored,,Temp SP,Supply,,,Return,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
100884,,CGMU5153746,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.1,,,21.4,,,,,,,,,
100888,,GESU9601481,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21,,,21.3,,,,,,,,,
340582,,SZLU9017033,0,USHOU,ESALG/USHOU/GALBV,,Unchecked,,-18,-18.2,,,-19.8,,,,,,,,,
100682,,TRIU8134185,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.1,,,21.3,,,,,,,,,
340882,,APRU5820267,0,USHOU,ESALG/USHOU/GALBV,,Unchecked,,-18,-18.3,,,-19.1,,,,,,,,,
341382,,SZLU9642004,0,USHOU,ESALG/USHOU/GALBV,,Unchecked,,-18,-18.1,,,-19.7,,,,,,,,,
100886,,CXRU1322440,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21,,,21.6,,,,,,,,,
340884,,CGMU5306260,0,USHOU,ESALG/USHOU/GALBV,,Checked,,-18,-23,,,-17.5,,,,,,,,,
100688,,CGMU5445917,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.3,,,21.3,,,,,,,,,
340682,,GESU9556633,0,USHOU,ESALG/USHOU/GALBV,,Checked,,-18,-19.28,,,-18.23,,,,,,,,,
300284,,SZLU9027854,0,USHOU,PAMIT/USHOU/CLSAI,,Unchecked,,2,2,,,2.2,,,,,,,,,
341482,,TCLU1141552,0,USHOU,ESALG/ITGOA/CGPNR,,Unchecked,,-18,-18.4,,,-18.4,,,,,,,,,
100686,,TRIU8664781,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.1,,,21.3,,,,,,,,,
100684,,TTNU8604725,0,USHOU,ESBCN/ESBCN/ESBCN,,Unchecked,,21,21.3,,,21.4,,,,,,,,,
100882,,CGMU5199900,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.1,,,21.6,,,,,,,,,
,,HDMU5494422,2,,,,Checked,,21.13,21,,,21.5,,,,,,,,,
