Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
430182,,CGMU3025350,0,USHOU,,PAMIT/USHOU/PECLL,,,,Unchecked,2,0.66,,2.33
340782,,CRSU6118390,0,USHOU,,PAMIT/USHOU/PECLL,,,,Checked,2.2,0.8,,2.62
430382,,TRIU6625852,0,USHOU,,PAMIT/USHOU/PECLL,,,,Unchecked,2,1.4,,1.9
380482,,TTNU8631187,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
380082,,TTNU8620686,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
500682,,TLLU1047267,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
501484,,TLLU1050466,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
500582,,TTNU8979784,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
500684,,TTNU8979402,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
500884,,TLLU1054184,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
380382,,CAIU5554650,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
501682,,TLLU1055180,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
380182,,IKSU4008239,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
500782,,IKSU4008408,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
501084,,CAIU5556782,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
500882,,BMOU9643930,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
380284,,CGMU6901781,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
501482,,TLLU1080007,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
140404,,TRIU8518262,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
380084,,CGMU6905046,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
140406,,CGMU5344300,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
501284,,TTNU8620557,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
380184,,TTNU8627783,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
380282,,CGMU6906084,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
501282,,CAIU5556890,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
501082,,TTNU8979911,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
380484,,TTNU8631145,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
380384,,CAIU5650119,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
540582,,TTNU8634484,0,MXVER,,ITLIV/ITLIV,,,,Indeterminate,,,,
140412,,CGMU5291745,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140304,,CGMU5470463,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140408,,SEGU9173650,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140410,,CGMU5444660,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
501684,,TLLU1050595,0,MXVER,,ESALG/ESALG,,,,Indeterminate,,,,
