Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
380182,,TTNU8631187,1,MXVER,,ESALG/ESALG,,,,Checked,5,4.81,,5.06
380082,,TTNU8620686,0,MXVER,,ESALG/ESALG,,,,Checked,5,5,,4.75
380482,,TLLU1047267,0,MXVER,,ESALG/ESALG,,,,Unchecked,5,5.1,,5
501684,,TLLU1050466,0,MXVER,,ESALG/ESALG,,,,Unchecked,5.5,5.6,,5.7
500684,,TTNU8979784,0,MXVER,,ESALG/ESALG,,,,Checked,5,4.94,,5.31
500782,,TTNU8979402,0,MXVER,,ESALG/ESALG,,,,Unchecked,5,5,,5.5
500582,,TLLU1054184,0,MXVER,,ESALG/ESALG,,,,Checked,5,4.94,,4.81
380382,,CAIU5554650,0,MXVER,,ESALG/ESALG,,,,Unchecked,5,4.9,,5.2
380282,,TLLU1055180,0,MXVER,,ESALG/ESALG,,,,Checked,4,3.81,,4.69
380384,,IKSU4008239,0,MXVER,,ESALG/ESALG,,,,Unchecked,4.6,4.6,,48
501282,,IKSU4008408,0,MXVER,,ESALG/ESALG,,,,Checked,5,4.81,,5.63
380284,,CAIU5556782,0,MXVER,,ESALG/ESALG,,,,Unchecked,5,4.9,,5.1
500882,,BMOU9643930,0,MXVER,,ESALG/ESALG,,,,Checked,5,5,,5.38
500682,,CGMU6901781,0,MXVER,,ESALG/ESALG,,,,Unchecked,5.5,5.5,,5.6
500884,,TLLU1080007,0,MXVER,,ESALG/ESALG,,,,Checked,6,6,,6.19
140410,,TRIU8518262,0,MXVER,,MTMLA/MTMLA,,,,Unchecked,13.5,13.6,,13.9
380084,,CGMU6905046,0,MXVER,,ESALG/ESALG,,,,Checked,5,5.1,,5.1
140404,,CGMU5344300,0,MXVER,,MTMLA/MTMLA,,,,Checked,13.5,13.5,,15.1
380484,,TTNU8620557,0,MXVER,,ESALG/ESALG,,,,Checked,5,4.81,,5.5
501082,,TTNU8627783,0,MXVER,,ESALG/ESALG,,,,Checked,5,5.06,,5.75
501084,,CGMU6906084,0,MXVER,,ESALG/ESALG,,,,Checked,5.5,5.6,,6.3
501482,,CAIU5556890,0,MXVER,,ESALG/ESALG,,,,Unchecked,5.5,5.5,,5.7
501284,,TTNU8979911,0,MXVER,,ESALG/ESALG,,,,Checked,5.5,5.63,,6.19
380184,,TTNU8631145,0,MXVER,,ESALG/ESALG,,,,Checked,5,4.94,,4.81
501484,,CAIU5650119,0,MXVER,,ESALG/ESALG,,,,Checked,5,5.13,,5.06
540582,,TTNU8634484,0,MXVER,,ITLIV/ITLIV,,,,Checked,5,5,,4.69
140408,,CGMU5470463,0,MXVER,,MTMLA/MTMLA,,,,Checked,13.5,13.4,,15.1
140304,,SEGU9173650,0,MXVER,,MTMLA/MTMLA,,,,Unchecked,13.5,13.5,,13.7
140406,,CGMU5444660,0,MXVER,,MTMLA/MTMLA,,,,Checked,13.5,13.7,,14.6
501682,,TLLU1050595,0,MXVER,,ESALG/ESALG,,,,Unchecked,5.5,5.3,,6.1
381106,,CGMU5019608,0,PAMIT,,MTMLA/CLSAI/SAJED,,,,Checked,-18,-18.96,,-18.1
381108,,CGMU5354294,0,PAMIT,,MTMLA/CLSAI/SAJED,,,,Indeterminate,,,,
381110,,CGMU5328551,0,PAMIT,,MTMLA/CLSAI/SAJED,,,,Checked,-18,-19.82,,-19.18
381112,,CGMU9291384,0,PAMIT,,MTMLA/CLSAI/SAJED,,,,Indeterminate,,,,
380906,,CGMU4840331,0,PAMIT,,MTMLA/CLSAI/SAJED,,,,Indeterminate,,,,
380908,,TGHU9941083,0,PAMIT,,MTMLA/CLSAI/SAJED,,,,Indeterminate,,,,
380910,,CXRU1515367,0,PAMIT,,MTMLA/CLSAI/AEJEA,,,,Indeterminate,,,,
300506,,CGMU4971619,0,PAMIT,,ESALG/MXESE/CGPNR,,,,Indeterminate,,,,
301110,,CGMU9326032,0,PAMIT,,ESALG/PAMIT/ESALG,,,,Indeterminate,,,,
141582,,CGMU5268072,0,PAMIT,,ESBCN/NICIO/ESBCN,,,,Indeterminate,,,,
141382,,TRIU8687560,0,PAMIT,,ITLIV/PAMIT/ITLIV,,,,Indeterminate,,,,
540482,,CGMU6515808,0,PAMIT,,CRMOB/CLSAI/CRMOB,,,,Indeterminate,,,,
540282,,CGMU9308595,0,PAMIT,,CRMOB/PEPAI/CRMOB,,,,Indeterminate,,,,
540082,,CXRU1004500,0,PAMIT,,CRMOB/CLSAI/CRMOB,,,,Indeterminate,,,,
540182,,CXRU1576280,0,PAMIT,,CRMOB/PEPAI/CRMOB,,,,Indeterminate,,,,
540382,,TEMU9434826,0,PAMIT,,CRMOB/PEPAI/CRMOB,,,,Indeterminate,,,,
301106,,CGMU5287494,0,PAMIT,,ESALG/NICIO/ESALG,,,,Indeterminate,,,,
300906,,TEMU9236733,0,PAMIT,,ESALG/PECLL/ESALG,,,,Indeterminate,,,,
301108,,TEMU9228297,0,PAMIT,,ESALG/PECLL/ESALG,,,,Indeterminate,,,,
300706,,CGMU4969817,0,PAMIT,,ESALG/MXESE/CGPNR,,,,Indeterminate,,,,
300908,,TTNU8292102,0,PAMIT,,ESALG/PECLL/ESALG,,,,Indeterminate,,,,
300910,,TEMU9231095,0,PAMIT,,ESALG/PECLL/ESALG,,,,Indeterminate,,,,
301112,,CAIU5512830,0,PAMIT,,ESALG/PECLL/DZGHZ,,,,Indeterminate,,,,
60782,,CRSU6116041,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Checked,-25,-27.02,,-25.12
60982,,APRU5785607,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Indeterminate,,,,
61182,,TCLU1113123,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Indeterminate,,,,
61382,,CGMU6510848,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Checked,-20,-23,,-19.31
60784,,APRU6100718,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Indeterminate,,,,
60984,,APRU6113021,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Indeterminate,,,,
61082,,CGMU5237425,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Indeterminate,,,,
61282,,TRIU8433340,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Indeterminate,,,,
61482,,CGMU5057450,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Checked,-25,-27.35,,-25.15
61084,,TRIU8620459,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Indeterminate,,,,
60882,,TTNU8185721,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Indeterminate,,,,
60884,,CGMU5266341,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Checked,-20,-19.36,,-19.75
60582,,GESU9574262,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Indeterminate,,,,
60682,,CAIU5538623,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Indeterminate,,,,
60684,,TCLU1297165,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Indeterminate,,,,
60584,,TEMU9177918,0,PAMIT,,ESALG/ECMEC/ESALG,,,,Indeterminate,,,,
