Location,,ContainerID,Alms,LoadPort,Disch.Port,,Monitored,,Temp SP,Supply,,,Return,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
300082,,TTNU8204781,0,USHOU,PAMIT/INNSA/CLSAI,,Unchecked,,-23,-22.8,,,-23.8,,,,,,,,,
100884,,CGMU5153746,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,20.9,,,21.4,,,,,,,,,
100888,,GESU9601481,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,20.7,,,21.3,,,,,,,,,
340582,,SZLU9017033,0,USHOU,ESALG/USHOU/GALBV,,Unchecked,,-18,-18,,,-19.8,,,,,,,,,
100682,,TRIU8134185,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.1,,,21.3,,,,,,,,,
340882,,APRU5820267,0,USHOU,ESALG/USHOU/GALBV,,Unchecked,,-18,-18.5,,,-19.1,,,,,,,,,
341382,,SZLU9642004,0,USHOU,ESALG/USHOU/GALBV,,Unchecked,,-18,-17.9,,,-19.7,,,,,,,,,
100886,,CXRU1322440,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,20.8,,,21.6,,,,,,,,,
340884,,CGMU5306260,0,USHOU,ESALG/USHOU/GALBV,,Checked,,-18,-23,,,-17.7,,,,,,,,,
100688,,CGMU5445917,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.5,,,21.3,,,,,,,,,
340682,,GESU9556633,0,USHOU,ESALG/USHOU/GALBV,,Checked,,-18,-24.34,,,-18.36,,,,,,,,,
300284,,SZLU9027854,0,USHOU,PAMIT/USHOU/CLSAI,,Unchecked,,2,1.8,,,2.2,,,,,,,,,
341482,,TCLU1141552,0,USHOU,ESALG/ITGOA/CGPNR,,Unchecked,,-18,-18.6,,,-18.4,,,,,,,,,
100686,,TRIU8664781,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,21.4,,,21.3,,,,,,,,,
100684,,TTNU8604725,0,USHOU,ESBCN/ESBCN/ESBCN,,Unchecked,,21,21.5,,,21.4,,,,,,,,,
100882,,CGMU5199900,0,USHOU,ESBCN/USHOU/ESBCN,,Unchecked,,21,20.9,,,21.6,,,,,,,,,
,,HDMU5494422,2,,,,Checked,,21.13,21.81,,,21.69,,,,,,,,,
,,CGMU5451484,1,,,,Checked,,-16,-14.9,,,-15.3,,,,,,,,,
,,CGMU9378289,1,,,,Checked,,-16,-14.72,,,-15.74,,,,,,,,,
,,SEGU9650095,1,,,,Checked,,-16,-18.5,,,-15.4,,,,,,,,,
,,CGMU5371959,1,,,,Checked,,0,0.2,,,0.9,,,,,,,,,
,,RMMU4491820,2,,,,Checked,,,,,,,,,,,,,,,
