Location,,ContainerID,Alms,LoadPort,Disch.Port,,,,,Monitored,Temp SP,Supply,,Return
140810,,TCLU1286875,0,PAMIT,ESBCN/MAAGA,,,,,Checked,-20,"-210,625",,-20
140608,,CGMU9334676,0,PAMIT,ESBCN/ESVGO,,,,,Checked,-20,"-27,76",,"-20,38"
300606,,TRLU1698830,0,CRMOB,ITGOA/RULED,,,,,Indeterminate,,,,
300808,,TLLU1050954,0,CRMOB,ITGOA/SNDKR,,,,,Indeterminate,,,,
300708,,GESU9586659,0,CRMOB,ITGOA/CISPY,,,,,Indeterminate,,,,
300806,,TCLU1290849,0,CRMOB,ITGOA/GHTKD,,,,,Indeterminate,,,,
221084,,TCLU1313374,0,CRMOB,ESVLC/ESALG,,,,,Indeterminate,,,,
220608,,MFTU8192462,0,CRMOB,ESVLC/CISPY,,,,,Indeterminate,,,,
220606,,CAIU5460171,0,CRMOB,ESVLC/ESALG,,,,,Indeterminate,,,,
221284,,MFTU8192797,0,CRMOB,ESVLC/PTLEI,,,,,Indeterminate,,,,
300510,,TCLU1200399,0,CRMOB,ITGOA/CMKBI,,,,,Indeterminate,,,,
300810,,TLLU1051375,0,CRMOB,ITGOA/MXVER,,,,,Indeterminate,,,,
300612,,TLLU1051267,0,CRMOB,ITGOA/CISPY,,,,,Indeterminate,,,,
300710,,MFTU8192631,0,CRMOB,ITGOA/NOBVK,,,,,Indeterminate,,,,
221482,,SEGU9005614,0,CRMOB,ESVLC/NOBVK,,,,,Indeterminate,,,,
300610,,TCLU1332097,0,CRMOB,ITGOA/GHTKD,,,,,Indeterminate,,,,
300508,,TLLU1051333,0,CRMOB,ITGOA/CRMOB,,,,,Indeterminate,,,,
300608,,TLLU1050424,0,CRMOB,ITGOA/CRMOB,,,,,Indeterminate,,,,
300706,,TLLU1053059,0,CRMOB,ITGOA/COBAQ,,,,,Indeterminate,,,,
300512,,GESU9588076,0,CRMOB,ITGOA/CISPY,,,,,Indeterminate,,,,
300506,,SEGU9027341,0,CRMOB,ITGOA/ESALG,,,,,Indeterminate,,,,
380908,,TRIU8131925,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Indeterminate,,,,
381310,,BMOU9739164,0,CRMOB,ESBCN/MXVER/ESBCN,,,,,Checked,"13,875",14,,"14,375"
380510,,TRIU8784220,0,CRMOB,ESBCN/MXVER/ESBCN,,,,,Indeterminate,,,,
381306,,CGMU6503767,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Indeterminate,,,,
381312,,TRIU8674408,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Indeterminate,,,,
380508,,CGMU5037290,1,CRMOB,ESBCN/RULED/ESBCN,,,,,Checked,"13,9","14,04",,"14,61"
380906,,CGMU6505610,0,CRMOB,ESBCN/GPPTP/ESBCN,,,,,Indeterminate,,,,
381108,,TRLU1718860,0,CRMOB,ESBCN/GAPOG/ESBCN,,,,,Indeterminate,,,,
381106,,TRIU8504058,0,CRMOB,ESBCN/ESALG/ESBCN,,,,,Indeterminate,,,,
380506,,APRU5807516,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Indeterminate,,,,
381308,,TRIU8624515,0,CRMOB,ESBCN/CRMOB/ESBCN,,,,,Indeterminate,,,,
380706,,TRIU8277205,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Indeterminate,,,,
380708,,AMCU9298326,0,CRMOB,ESBCN/PTLEI/ESBCN,,,,,Checked,"13,9","14,2",,"13,7"
221082,,TRIU8684936,0,CRMOB,ESVLC/PTLEI/ESVLC,,,,,Indeterminate,,,,
221682,,TTNU8256044,0,CRMOB,ESVLC/ESALG/ESVLC,,,,,Indeterminate,,,,
221484,,TEMU9052844,0,CRMOB,ESVLC/PTLEI/ESVLC,,,,,Indeterminate,,,,
220602,,TRIU8116113,0,CRMOB,ESVLC/GNCKY/ESVLC,,,,,Indeterminate,,,,
221282,,APRU5794580,0,CRMOB,ESVLC/SNDKR/ESVLC,,,,,Indeterminate,,,,
220612,,CGMU5032410,0,CRMOB,ESVLC/CISPY/ESVLC,,,,,Checked,,,,
221684,,CXRU1259537,0,CRMOB,ESVLC/GHTKD/ESVLC,,,,,Indeterminate,,,,
220884,,CGMU9294228,0,CRMOB,ESVLC/PTLEI/ESVLC,,,,,Checked,"13,9","13,9",,"14,1"
220684,,CXRU1259178,0,CRMOB,ESVLC/USHOU/ESVLC,,,,,Indeterminate,,,,
220882,,CGMU9312635,0,CRMOB,ESVLC/CRMOB/ESVLC,,,,,Indeterminate,,,,
220604,,TRIU8656364,0,CRMOB,ESVLC/MAAGA/ESVLC,,,,,Indeterminate,,,,
220610,,TRIU8740583,0,CRMOB,ESVLC/PTLEI/ESVLC,,,,,Indeterminate,,,,
221086,,SZLU9012284,0,CRMOB,ESVLC/AGSJO/ESVLC,,,,,Checked,"13,9","15,1",,"14,78"
220682,,TCLU1052007,0,CRMOB,ESVLC/ESALG/ESVLC,,,,,Indeterminate,,,,
140812,,TRIU8687262,0,PAMIT,ESBCN/ESALG,,,,,Indeterminate,,,,
140612,,TGHU9943213,0,PAMIT,ESBCN/CISPY,,,,,Indeterminate,,,,
140682,,APRU5745292,0,PAMIT,ESBCN/MQFDF,,,,,Indeterminate,,,,
140882,,APRU5601058,0,PAMIT,ESBCN/NOBVK,,,,,Indeterminate,,,,
140606,,CRLU1410607,0,PAMIT,ESBCN/CISPY,,,,,Indeterminate,,,,
140610,,TRIU8969374,0,PAMIT,ESBCN/GHTKD,,,,,Indeterminate,,,,
301106,,CGMU5458339,0,COCTG,ITGOA/MAAGA/ITGOA,,,,,Checked,-21,"-24,6",,"-20,6"
20884,,CGMU5157839,0,COCTG,ESVLC/MXVER/ESVLC,,,,,Checked,-18,"-20,9",,"-17,1"
301108,,CGMU6908580,0,COCTG,ITGOA/CGPNR/ITGOA,,,,,Checked,"13,8","14,2",,"13,9"
300910,,CGMU6909946,0,COCTG,ITGOA/NOBVK/ITGOA,,,,,Checked,"13,3","13,1",,"13,7"
300908,,CGMU5460465,0,COCTG,ITGOA/SNDKR/ITGOA,,,,,Checked,"13,3","13,4",,"14,4"
301212,,CGMU6909308,0,COCTG,ITGOA/GHTKD/ITGOA,,,,,Checked,"13,3","13,2",,"13,6"
300912,,CGMU9300486,0,COCTG,ITGOA/GHTKD/ITGOA,,,,,Checked,"13,3","12,58",,"13,77"
301006,,CGMU5398800,0,COCTG,ITGOA/MXVER/ITGOA,,,,,Checked,"13,8","14,2",,14
20682,,APRU5757307,0,COCTG,ESVLC/BRNAT/ESVLC,,,,,Indeterminate,,,,
421584,,RJCU2019610,0,COCTG,ESVLC/COBAQ/ESVLC,,,,,Indeterminate,,,,
301112,,CRSU6014060,0,COCTG,ITGOA/GHTKD/ITGOA,,,,,Indeterminate,,,,
301210,,CXRU1315142,0,COCTG,ITGOA/NOBVK/ITGOA,,,,,Indeterminate,,,,
541484,,TEMU9138439,0,COCTG,ITGOA/NOBVK/ITGOA,,,,,Indeterminate,,,,
541284,,CGMU9405717,0,COCTG,ITGOA/SNDKR/ITGOA,,,,,Checked,"13,3","14,36",,"14,23"
421282,,CGMU5302536,0,COCTG,ITGOA/SNDKR/ITGOA,,,,,Checked,-21,"-19,8",,"-20,2"
541084,,CGMU6512590,0,COCTG,ITGOA/MAAGA/ITGOA,,,,,Checked,"133,125","133,125",,"12,625"
301110,,CGMU4950940,0,COCTG,ITGOA/NOBVK/ITGOA,,,,,Checked,"138,125","138,125",,"143,125"
420882,,TRIU8780040,0,COCTG,ITGOA/MXVER/ITGOA,,,,,Indeterminate,,,,
261182,,CGMU5392083,0,COCTG,FRMRS/GALBV/FRMRS,,,,,Unchecked,-18,"-22,7",,-18
541082,,CGMU5304185,0,COCTG,ITGOA/NOBVK/ITGOA,,,,,Checked,"13,3","13,3",,"13,9"
261184,,CGMU5391826,0,COCTG,FRMRS/ESALG/FRMRS,,,,,Unchecked,-20,"-24,3",,"-19,1"
421084,,APRU5803700,0,COCTG,ITGOA/GHTKD/ITGOA,,,,,Indeterminate,,,,
20882,,CGMU5031727,0,COCTG,ESVLC/MXMEX/ESVLC,,,,,Indeterminate,,,,
301206,,TCLU1097763,0,COCTG,ITGOA/NOBVK/ITGOA,,,,,Indeterminate,,,,
421384,,CGMU5311564,0,COCTG,ESVLC/COBAQ/ESVLC,,,,,Checked,-18,"-21,6",,"-16,8"
420684,,CGMU6900960,0,COCTG,ITGOA/ESALG/ITGOA,,,,,Checked,-20,-20,,"-19,8"
261382,,CGMU5388756,0,COCTG,FRMRS/ESVGO/FRMRS,,,,,Unchecked,-20,"-24,3",,"-19,6"
301010,,TRIU8655060,0,COCTG,ITGOA/NOBVK/ITGOA,,,,,Indeterminate,,,,
301208,,TTNU8688705,0,COCTG,ITGOA/SNDKR/ITGOA,,,,,Checked,-21,"-20,37",,"-21,12"
420884,,CGMU6909545,0,COCTG,ITGOA/CISPY/ITGOA,,,,,Checked,"13,8","13,9",,"14,1"
421284,,CGMU5400342,0,COCTG,ITGOA/MAAGA/ITGOA,,,,,Checked,"13,2","13,5",,"13,5"
541482,,TCLU1156716,0,COCTG,ITGOA/PAMIT/ITGOA,,,,,Indeterminate,,,,
540686,,CGMU5148971,0,COCTG,ITGOA/SNDKR/ITGOA,,,,,Checked,"13,3","13,3",,"13,8"
301008,,CXRU1248229,0,COCTG,ITGOA/SNDKR/ITGOA,,,,,Indeterminate,,,,
540886,,CGMU5355602,0,COCTG,ITGOA/SNDKR/ITGOA,,,,,Indeterminate,,,,
300906,,CGMU9292708,0,COCTG,ITGOA/NOBVK/ITGOA,,,,,Indeterminate,,,,
540684,,CGMU9326351,0,COCTG,ITGOA/MAAGA/ITGOA,,,,,Indeterminate,,,,
300712,,TCLU1069519,0,COCTG,ITGOA/GALBV/ITGOA,,,,,Indeterminate,,,,
420682,,CGMU6909355,0,COCTG,ITGOA/CISPY/ITGOA,,,,,Checked,"13,8","14,2",,"13,8"
540884,,CGMU9370246,0,COCTG,ITGOA/MAAGA/ITGOA,,,,,Checked,"13,3","13,99",,"13,59"
20684,,CGMU5441043,0,COCTG,ESVLC/MXVER/ESVLC,,,,,Checked,-20,"-18,8",,"-19,1"
580684,,CGMU5507789,0,COCTG,ESBCN/GNCKY/ESBCN,,,,,Checked,14,"13,4",,14
300812,,SZLU9029522,0,COCTG,ITGOA/GHTKD/ITGOA,,,,,Indeterminate,,,,
21282,,CGMU6905956,0,COCTG,ESVLC/MXMEX/ESVLC,,,,,Checked,-22,-23,,-22
540682,,CGMU6909674,0,COCTG,ITGOA/CMDLA/ITGOA,,,,,Checked,"13,3",13,,"13,9"
541282,,TLLU1059545,0,COCTG,ITGOA/NOBVK/ITGOA,,,,,Indeterminate,,,,
540882,,CGMU6909490,0,COCTG,ITGOA/PAMIT/ITGOA,,,,,Checked,"13,3","13,3",,"13,4"
261582,,CGMU5393222,0,COCTG,FRMRS/ESALG/FRMRS,,,,,Unchecked,-20,"-24,8",,-20
421082,,CGMU5415379,0,COCTG,ITGOA/CISPY/ITGOA,,,,,Checked,"-0,999999999999996","-0,899999999999999",,"-0,999999999999996"
301012,,CXRU1246442,0,COCTG,ITGOA/GHTKD/ITGOA,,,,,Indeterminate,,,,
540484,,CGMU6904780,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,"-23,2",,"-19,2"
540482,,TEMU9214987,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,"-25,52",,"-20,15"
421582,,CGMU5142058,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,"-19,1",,"-19,2"
300884,,AMCU9263593,0,ESALG,ITGOA/NAWVB/ITGOA,,,,,Checked,-25,"-296,875",,"-24,625"
460508,,APRU5092855,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Indeterminate,,,,
421382,,APRU5096510,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Indeterminate,,,,
300882,,APRU6105941,0,ESALG,ITGOA/MRNKC/ITGOA,,,,,Indeterminate,,,,
390282,,CGMU3009880,0,ESALG,ESBCN/MAAGA/ESBCN,,,,,Indeterminate,,,,
461312,,CGMU5087011,0,ESALG,GPPTP/PTLEI/GPPTP,,,,,Checked,-20,"-18,9",,"-19,5"
460512,,CGMU5225785,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,"-18,8",,"-19,1"
301082,,CGMU5464882,0,ESALG,ITGOA/MAAGA/ITGOA,,,,,Checked,-20,"-19,2",,"-19,2"
460504,,CGMU6541026,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,"-23,625",,"-19,125"
380482,,CGMU6547913,0,ESALG,ESBCN/MAAGA/ESBCN,,,,,Indeterminate,,,,
460510,,CGMU9337968,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,"-22,07",,"-20,35"
