Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
300706,,CGMU9362636,0,USHOU,,ESALG/CMDLA,,,,Checked,-22,"-22,11",,"-22,04"
300510,,CGMU5326097,0,USHOU,,ESALG/BJCOO,,,,Checked,-20,"-20,43",,"-19,96"
300512,,CGMU5353127,0,USHOU,,ESALG/CMDLA,,,,Checked,-22,"-26,27",,"-22,34"
340410,,TRIU8723122,0,USHOU,,MTMLA/**EDK,,,,Unchecked,,,,
300612,,APRU5081531,0,USHOU,,ESALG/AOLAD,,,,Unchecked,,,,
300506,,TRIU8656370,0,USHOU,,ESALG/BJCOO,,,,Unchecked,,,,
300508,,CXRU1382095,0,USHOU,,ESALG/BJCOO,,,,Unchecked,,,,
340210,,GESU9527506,0,USHOU,,MTMLA/**EDK,,,,Unchecked,,,,
300610,,APRU6128206,0,USHOU,,ESALG/CGPNR,,,,Unchecked,,,,
300606,,APRU5101108,0,USHOU,,ESALG/CGPNR,,,,Unchecked,,,,
300806,,APRU5726456,0,USHOU,,ESALG/BJCOO,,,,Unchecked,,,,
300608,,TRIU8970652,0,USHOU,,ESALG/CGPNR,,,,Unchecked,,,,
300782,,TTNU8635285,0,MXVER,,ESALG/ESALG,,,,Checked,5,"49,375",,6
300582,,TTNU8636954,0,MXVER,,ESALG/ESALG,,,,Checked,"5,5","5,25",,"6,5"
180606,,CGMU5325038,0,MXVER,,ESVLC/ESVLC,,,,Checked,-18,"-16,84",,"-17,95"
300584,,TTNU8628795,0,MXVER,,ESALG/ESALG,,,,Checked,5,"4,75",,"6,375"
140204,,CGMU9394485,0,MXVER,,MTMLA/MTMLA,,,,Checked,13,13,,"13,52"
180604,,TTNU8648718,0,MXVER,,ESVLC/ESVLC,,,,Indeterminate,,,,
140202,,TRIU8614055,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140208,,TRIU8137034,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140210,,SZLU9023870,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140106,,BMOU9727760,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
180602,,TTNU8267748,0,MXVER,,ESVLC/ESVLC,,,,Indeterminate,,,,
140104,,TRIU8223050,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140206,,TCLU1371278,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140306,,TRIU8675410,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140304,,TTNU8510755,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140404,,TTNU8424549,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140308,,TTNU8510375,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140408,,CGMU4974731,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140102,,CXRU1526675,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140406,,SZLU9136813,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
140108,,TCLU1192483,0,MXVER,,MTMLA/MTMLA,,,,Indeterminate,,,,
60082,,TTNU8682116,0,PAMIT,,FRMRS/FRMRS,,,,Checked,-25,"-25,24",,"-24,74"
140584,,CGMU5295083,0,PAMIT,,MTMLA/TRIST,,,,Checked,"7,5","779,999,999,999,999",,"8,5"
141384,,CGMU5037622,0,PAMIT,,MTMLA/TRIST,,,,Checked,"7,5","8,49",,"8,14"
140984,,CGMU5136688,0,PAMIT,,MTMLA/TRIST,,,,Checked,"7,5","7,5",,"8,7"
141182,,CGMU4955752,0,PAMIT,,MTMLA,,,,Checked,"133,125","133,125",,"153,125"
300686,,TLLU1080408,0,PAMIT,,ESALG,,,,Checked,-1,"-0,8125",,"-0,4375"
300682,,CGMU9408721,0,PAMIT,,ESALG/ESALG,,,,Checked,"4,5","4,5",,"4,97"
