Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
270104,,CGMU2990712,0,GPPTP,,FRMRS/FRMRS,,,,Checked,20,"19,96",,"20,17"
421386,,CGMU5431240,0,PAMIT,,ESVLC/ESVLC,,,,Unchecked,-23,"-22,02",,"-22,76"
421384,,CGMU4987894,0,PAMIT,,ESVLC,,,,Unchecked,-25,"-28,31",,"-24,98"
421582,,CGMU5276334,0,PAMIT,,ESVLC/ESVLC,,,,Unchecked,-25,"-23,77",,"-24,99"
461382,,CGMU5242165,0,PAMIT,,FRMRS/FRMRS,,,,Unchecked,-18,"-23,79",,"-18,12"
421382,,CGMU4947572,0,PAMIT,,ESVLC/ESVLC,,,,Unchecked,-25,"-291,875",,"-24,875"
421586,,CGMU5306151,0,PAMIT,,ESVLC/ESVLC,,,,Unchecked,-20,-23,,"-19,4"
300706(*),,TTNU8695710,0,PAMIT,,ITGOA/ITGOA,,,,Checked,-21,"-223,125",,-21
300806(*),,TLLU1060021,0,PAMIT,,ITGOA/ITGOA,,,,Checked,14,14,,"14,375"
300910(*),,CGMU5052210,0,PAMIT,,ITGOA/ITGOA,,,,Checked,"13,3","14,4",,"14,3"
,,RMMU4077780,2,,,,,,,Checked,,,,
300906(*),,CGMU5191920,0,PAMIT,,ITGOA/ITGOA,,,,Checked,-21,"-20,35",,"-20,92"
301006(*),,TTNU8632218,0,PAMIT,,ITGOA/ITGOA,,,,Checked,"13,875","140,625",,"145,625"
301108(*),,CGMU5431277,0,PAMIT,,ITGOA/ITGOA,,,,Checked,-21,"-20,25",,"-21,11"
300810(*),,CGMU5240455,0,PAMIT,,ITGOA/ITGOA,,,,Checked,"13,3","14,41",,"14,26"
300508(*),,TTNU8664283,0,PAMIT,,ITGOA/ITGOA,,,,Checked,"13,3","12,94",,"13,48"
301206(*),,TLLU1047462,0,PAMIT,,ITGOA/ITGOA,,,,Checked,"13,875",14,,"140,625"
300606(*),,CGMU5425891,0,PAMIT,,ITGOA/ITGOA,,,,Checked,-21,"-19,04",,"-18,01"
301406(*),,TTNU8634951,0,PAMIT,,ITGOA/ITGOA,,,,Checked,14,"14,125",,"144,375"
300208,,CGMU5081604,0,PAMIT,,ESBCN,,,,Checked,"-17,8","-23,48",,"-18,33"
