Location,,ContainerID,Alms,LoadPort,,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
220882,,CGMU4961415,0,MTMLA,,USHOU/USHOU,,,,Unchecked,-18,"-20,5",,"-18,15"
140412,,CGMU5143352,0,MTMLA,,MXVER/MXVER,,,,Checked,1,1,,2
221082,,TCLU1197675,0,MTMLA,,USHOU/USHOU,,,,Unchecked,-18,-19,,-18
220682,,AXIU6111163,0,MTMLA,,USHOU/USHOU,,,,Unchecked,-18,"-19,4",,-18
150284,,CGMU2989331,0,ITLIV,,MXVER/MXVER,,,,Checked,-25,"-24,89",,"-25,03"
140482,,CXRU1525030,0,ITLIV,,MXVER/MXVER,,,,Unchecked,18,"18,6",,"18,5"
460504,,CGMU4975321,0,FRMRS,,CRMOB/CRMOB,,,,Checked,"0,5","0,52",,"1,32"
460604,,TLLU1078714,0,ESBCN,,PAMIT/PAMIT,,,,Checked,-22,"-234,375",,-22
300212,,CGMU5079335,0,ESBCN,,MXVER/MXVER,,,,Checked,20,"21,08",,"20,88"
460502,,TCLU1068359,0,FRMRS,,PAMIT/PAMIT,,,,Unchecked,0,"0,2",,"0,6"
300082,,MFTU8193160,0,COCTG,,MXVER/MXVER,,,,Unchecked,,,,
,,CGMU9362636,0,,,,,,,Checked,-22,"-24,85",,"-22,23"
,,CGMU5326097,0,,,,,,,Checked,-20,"-21,18",,"-20,23"
,,CGMU5353127,0,,,,,,,Checked,-22,"-26,67",,"-22,39"
