Location,,ContainerID,Alms,LoadPort,Disch.Port,,,,,Monitored,Temp SP,Supply,,Return
140810,,TCLU1286875,0,PAMIT,ESBCN/MAAGA,,,,,Checked,-20,"-20,5",,-20
140608,,CGMU9334676,0,PAMIT,ESBCN/ESVGO,,,,,Checked,-20,"-23,21",,"-19,82"
221084,,TCLU1313374,0,CRMOB,ESVLC/ESALG,,,,,Unchecked,,,,
220608,,MFTU8192462,0,CRMOB,ESVLC/CISPY,,,,,Unchecked,,,,
220606,,CAIU5460171,0,CRMOB,ESVLC/ESALG,,,,,Unchecked,,,,
221284,,MFTU8192797,0,CRMOB,ESVLC/PTLEI,,,,,Unchecked,,,,
221482,,SEGU9005614,0,CRMOB,ESVLC/NOBVK,,,,,Unchecked,,,,
380510,,TRIU8131925,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Unchecked,,,,
381310,,BMOU9739164,0,CRMOB,ESBCN/MXVER/ESBCN,,,,,Checked,"13,875","14,125",,"14,625"
380908,,TRIU8784220,0,CRMOB,ESBCN/MXVER/ESBCN,,,,,Unchecked,,,,
381306,,CGMU6503767,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Unchecked,,,,
381312,,TRIU8674408,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Unchecked,,,,
380708,,CGMU5037290,1,CRMOB,ESBCN/RULED/ESBCN,,,,,Checked,"13,9","14,84",,"14,82"
380906,,CGMU6505610,0,CRMOB,ESBCN/GPPTP/ESBCN,,,,,Unchecked,,,,
381108,,TRLU1718860,0,CRMOB,ESBCN/GAPOG/ESBCN,,,,,Unchecked,,,,
381106,,TRIU8504058,0,CRMOB,ESBCN/ESALG/ESBCN,,,,,Unchecked,,,,
380706,,APRU5807516,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Unchecked,,,,
381308,,TRIU8624515,0,CRMOB,ESBCN/CRMOB/ESBCN,,,,,Unchecked,,,,
380506,,TRIU8277205,0,CRMOB,ESBCN/CISPY/ESBCN,,,,,Unchecked,,,,
380508,,AMCU9298326,0,CRMOB,ESBCN/PTLEI/ESBCN,,,,,Checked,"13,9","13,8",,"13,9"
221082,,TRIU8684936,0,CRMOB,ESVLC/PTLEI/ESVLC,,,,,Unchecked,,,,
221682,,TTNU8256044,0,CRMOB,ESVLC/ESALG/ESVLC,,,,,Unchecked,,,,
221484,,TEMU9052844,0,CRMOB,ESVLC/PTLEI/ESVLC,,,,,Unchecked,,,,
220602,,TRIU8116113,0,CRMOB,ESVLC/GNCKY/ESVLC,,,,,Unchecked,,,,
221282,,APRU5794580,0,CRMOB,ESVLC/SNDKR/ESVLC,,,,,Unchecked,,,,
220612,,CGMU5032410,0,CRMOB,ESVLC/CISPY/ESVLC,,,,,Checked,,,,
221684,,CXRU1259537,0,CRMOB,ESVLC/GHTKD/ESVLC,,,,,Unchecked,,,,
220884,,CGMU9294228,0,CRMOB,ESVLC/PTLEI/ESVLC,,,,,Checked,"13,9","13,9",,14
220684,,CXRU1259178,0,CRMOB,ESVLC/USHOU/ESVLC,,,,,Unchecked,,,,
220882,,CGMU9312635,0,CRMOB,ESVLC/CRMOB/ESVLC,,,,,Unchecked,,,,
220604,,TRIU8656364,0,CRMOB,ESVLC/MAAGA/ESVLC,,,,,Unchecked,,,,
220610,,TRIU8740583,0,CRMOB,ESVLC/PTLEI/ESVLC,,,,,Unchecked,,,,
221086,,SZLU9012284,0,CRMOB,ESVLC/AGSJO/ESVLC,,,,,Checked,"13,9","15,05",,"14,76"
220682,,TCLU1052007,0,CRMOB,ESVLC/ESALG/ESVLC,,,,,Unchecked,,,,
140812,,TRIU8687262,0,PAMIT,ESBCN/ESALG,,,,,Unchecked,,,,
140612,,TGHU9943213,0,PAMIT,ESBCN/CISPY,,,,,Unchecked,,,,
140682,,APRU5745292,0,PAMIT,ESBCN/MQFDF,,,,,Unchecked,,,,
140882,,APRU5601058,0,PAMIT,ESBCN/NOBVK,,,,,Unchecked,,,,
140606,,CRLU1410607,0,PAMIT,ESBCN/CISPY,,,,,Unchecked,,,,
140610,,TRIU8969374,0,PAMIT,ESBCN/GHTKD,,,,,Unchecked,,,,
20884,,CGMU5157839,0,COCTG,ESVLC/MXVER/ESVLC,,,,,Checked,-18,"-20,3",,"-16,7"
20682,,APRU5757307,0,COCTG,ESVLC/BRNAT/ESVLC,,,,,Unchecked,,,,
421584,,RJCU2019610,0,COCTG,ESVLC/COBAQ/ESVLC,,,,,Unchecked,,,,
220782,,CGMU5392083,0,COCTG,FRMRS/GALBV/FRMRS,,,,,Unchecked,-18,"-17,2",,"-17,4"
221182,,CGMU5391826,0,COCTG,FRMRS/ESALG/FRMRS,,,,,Unchecked,-20,"-25,1",,-20
20882,,CGMU5031727,0,COCTG,ESVLC/MXMEX/ESVLC,,,,,Unchecked,,,,
421384,,CGMU5311564,0,COCTG,ESVLC/COBAQ/ESVLC,,,,,Checked,-18,"-22,5",,"-17,1"
220982,,CGMU5388756,0,COCTG,FRMRS/ESVGO/FRMRS,,,,,Unchecked,-20,"-19,5",,"-19,6"
20684,,CGMU5441043,0,COCTG,ESVLC/MXVER/ESVLC,,,,,Checked,-20,"-24,5",,"-19,7"
580684,,CGMU5507789,0,COCTG,ESBCN/GNCKY/ESBCN,,,,,Checked,14,"14,31",,"14,15"
21282,,CGMU6905956,0,COCTG,ESVLC/MXMEX/ESVLC,,,,,Checked,-22,"-21,8",,"-21,9"
221382,,CGMU5393222,0,COCTG,FRMRS/ESALG/FRMRS,,,,,Unchecked,-20,"-20,1",,"-14,5"
540484,,CGMU6904780,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,"-19,1",,"-19,4"
540482,,TEMU9214987,0,ESALG,ESVLC/MAAGA/ESVLC,,,,,Checked,-20,"-20,02",,"-20,18"
